Home_Team,Away_Team,Result,Link,Season,Round,League,Number_Teams,Total_Rounds,Label,Goals_For_Home,Goals_For_Away,Position_Home,Points_Home,Total_Wins_Home,Total_Draw_Home,Total_Lose_Home,Total_Goals_For_Home_Team,Total_Goals_Against_Home_Team,Total_Streak_Home,Wins_When_Home,Draw_When_Home,Lose_When_Home,Goals_For_When_Home,Goals_Against_When_Home,Position_Away,Points_Away,Total_Wins_Away,Total_Draw_Away,Total_Lose_Away,Total_Goals_For_Away_Team,Total_Goals_Against_Away_Team,Total_Streak_Away,Wins_When_Away,Draw_When_Away,Lose_When_Away,Goals_For_When_Away,Goals_Against_When_Away,Streak_When_Home,Streak_When_Away,Elo_Home,Elo_Away
Girondins Bordeaux,Nantes,0-0,https://www.besoccer.com/match/bordeaux/nantes/20211314,2021,1,ligue_1,20,32,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,75.0,74.0
Dijon FCO,Angers SCO,0-1,https://www.besoccer.com/match/dijon-fco/angers-sco/20211315,2021,1,ligue_1,20,32,2,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,69.0,72.0
Lille,Stade Rennais,1-1,https://www.besoccer.com/match/lillestrom/stade-rennes/20211316,2021,1,ligue_1,20,32,1,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,81.0,80.0
Monaco,Stade de Reims,2-2,https://www.besoccer.com/match/monaco/stade-reims/20211319,2021,1,ligue_1,20,32,1,2,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,82.0,72.0
Lorient,Strasbourg,3-1,https://www.besoccer.com/match/lorient/strasbourg/20211317,2021,1,ligue_1,20,32,0,3,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,78.0,71.0
Nîmes,Stade Brestois,4-0,https://www.besoccer.com/match/nimes-olympique/stade-brestois-29/20211322,2021,1,ligue_1,20,32,0,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,65.0,64.0
Nice,Lens,2-1,https://www.besoccer.com/match/nice/lens/20211321,2021,1,ligue_1,20,32,0,2,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,73.0,67.0
Montpellier,Olympique Lyonnais,2-1,https://www.besoccer.com/match/montpellier-hsc/olympique-lyonnais/20211320,2021,1,ligue_1,20,32,0,2,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,77.0,88.0
PSG,Metz,1-0,https://www.besoccer.com/match/paris-saint-germain-fc/metz/20211323,2021,1,ligue_1,20,32,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,93.0,65.0
Olympique Marseille,Saint-Étienne,0-2,https://www.besoccer.com/match/olympique-marsella/saint-etienne/20211318,2021,1,ligue_1,20,32,2,0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,83.0,79.0
Olympique Lyonnais,Dijon FCO,4-1,https://www.besoccer.com/match/olympique-lyonnais/dijon-fco/20211327,2021,2,ligue_1,20,32,0,4,1,16,0,0,0,1,1,2,0.0,0,0,0,0,0,18,0,0,0,1,0,1,0.0,0,0,0,0,0,0.0,0.0,89.0,69.0
Stade Rennais,Montpellier,2-1,https://www.besoccer.com/match/stade-rennes/montpellier-hsc/20211331,2021,2,ligue_1,20,32,0,2,1,12,1,0,1,0,1,1,1.0,0,0,0,0,0,3,3,1,0,0,2,1,3.0,0,0,0,0,0,0.0,0.0,80.0,77.0
Strasbourg,Nice,0-2,https://www.besoccer.com/match/strasbourg/nice/20211333,2021,2,ligue_1,20,32,2,0,2,17,0,0,0,1,1,3,0.0,0,0,0,0,0,7,3,1,0,0,2,1,3.0,0,0,0,0,0,0.0,0.0,72.0,74.0
Stade de Reims,Lille,0-1,https://www.besoccer.com/match/stade-reims/lillestrom/20211330,2021,2,ligue_1,20,32,2,0,1,8,1,0,1,0,2,2,1.0,0,0,0,0,0,11,1,0,1,0,1,1,1.0,0,0,0,0,0,0.0,0.0,72.0,81.0
Angers SCO,Girondins Bordeaux,0-2,https://www.besoccer.com/match/angers-sco/bordeaux/20211324,2021,2,ligue_1,20,32,2,0,2,4,3,1,0,0,1,0,3.0,0,0,0,0,0,10,1,0,1,0,0,0,1.0,0,0,0,0,0,0.0,0.0,71.0,75.0
Metz,Monaco,0-1,https://www.besoccer.com/match/metz/monaco/20211328,2021,2,ligue_1,20,32,2,0,1,20,0,0,0,1,0,1,0.0,0,0,0,0,0,13,1,0,1,0,2,2,1.0,0,0,0,0,0,0.0,0.0,65.0,82.0
Nantes,Nîmes,2-1,https://www.besoccer.com/match/nantes/nimes-olympique/20211329,2021,2,ligue_1,20,32,0,2,1,9,1,0,1,0,0,0,1.0,0,0,0,0,0,5,3,1,0,0,4,0,3.0,0,0,0,0,0,0.0,0.0,74.0,63.0
Saint-Étienne,Lorient,2-0,https://www.besoccer.com/match/saint-etienne/lorient/20211332,2021,2,ligue_1,20,32,0,2,0,2,3,1,0,0,2,0,3.0,0,0,0,0,0,1,3,1,0,0,3,1,3.0,0,0,0,0,0,0.0,0.0,79.0,78.0
Stade Brestois,Olympique Marseille,2-3,https://www.besoccer.com/match/stade-brestois-29/olympique-marsella/20211325,2021,2,ligue_1,20,32,2,2,3,14,0,0,0,1,0,4,0.0,0,0,0,0,0,15,0,0,0,1,0,2,0.0,0,0,0,0,0,0.0,0.0,64.0,82.0
Lens,PSG,1-0,https://www.besoccer.com/match/lens/paris-saint-germain-fc/20211326,2021,2,ligue_1,20,32,0,1,0,19,0,0,0,1,1,2,0.0,0,0,0,0,0,6,3,1,0,0,1,0,3.0,0,0,0,0,0,0.0,0.0,67.0,93.0
Girondins Bordeaux,Olympique Lyonnais,0-0,https://www.besoccer.com/match/bordeaux/olympique-lyonnais/20211335,2021,3,ligue_1,20,32,1,0,0,7,4,1,1,0,2,0,3.8,0,1,0,0,0,9,3,1,0,1,5,3,3.0,0,0,1,1,2,1.0,0.0,76.0,89.0
Montpellier,Nice,3-1,https://www.besoccer.com/match/montpellier-hsc/nice/20211340,2021,3,ligue_1,20,32,0,3,1,15,3,1,0,1,3,3,2.4000000000000004,1,0,0,2,1,2,6,2,0,0,4,1,5.4,1,0,0,2,0,3.0,3.0,76.0,74.0
Saint-Étienne,Strasbourg,2-0,https://www.besoccer.com/match/saint-etienne/strasbourg/20211343,2021,3,ligue_1,20,32,0,2,0,1,6,2,0,0,4,0,5.4,1,0,0,2,0,18,0,0,0,2,1,5,0.0,0,0,1,1,3,3.0,0.0,79.0,72.0
Lille,Metz,1-0,https://www.besoccer.com/match/lillestrom/metz/20211337,2021,3,ligue_1,20,32,0,1,0,3,4,1,1,0,2,1,3.8,0,1,0,1,1,20,0,0,0,2,0,2,0.0,0,0,1,0,1,1.0,0.0,80.0,66.0
Angers SCO,Stade de Reims,1-0,https://www.besoccer.com/match/angers-sco/stade-reims/20211334,2021,3,ligue_1,20,32,0,1,0,14,3,1,0,1,1,2,2.4000000000000004,0,0,1,0,2,16,1,0,1,1,2,3,0.8,0,1,0,2,2,0.0,1.0,70.0,71.0
Dijon FCO,Stade Brestois,0-2,https://www.besoccer.com/match/dijon-fco/stade-brestois-29/20211336,2021,3,ligue_1,20,32,2,0,2,19,0,0,0,2,1,5,0.0,0,0,1,0,1,17,0,0,0,2,2,7,0.0,0,0,1,0,4,0.0,0.0,69.0,65.0
Lorient,Lens,2-3,https://www.besoccer.com/match/lorient/lens/20211338,2021,3,ligue_1,20,32,2,2,3,11,3,1,0,1,3,3,2.4000000000000004,1,0,0,3,1,8,3,1,0,1,2,2,3.0,0,0,1,1,2,3.0,0.0,78.0,65.0
Nîmes,Stade Rennais,2-4,https://www.besoccer.com/match/nimes-olympique/stade-rennes/20211341,2021,3,ligue_1,20,32,2,2,4,13,3,1,0,1,5,2,2.4000000000000004,1,0,0,4,0,5,4,1,1,0,3,2,3.8,0,1,0,1,1,3.0,1.0,63.0,81.0
Monaco,Nantes,2-1,https://www.besoccer.com/match/monaco/nantes/20211339,2021,3,ligue_1,20,32,0,2,1,4,4,1,1,0,3,2,3.8,0,1,0,2,2,6,4,1,1,0,2,1,3.8,0,1,0,0,0,1.0,1.0,83.0,74.0
PSG,Olympique Marseille,0-1,https://www.besoccer.com/match/paris-saint-germain-fc/olympique-marsella/20211342,2021,3,ligue_1,20,32,2,0,1,12,3,1,0,1,1,1,2.4000000000000004,1,0,0,1,0,10,3,1,0,1,3,4,3.0,1,0,0,3,2,3.0,3.0,93.0,83.0
Olympique Lyonnais,Nîmes,0-0,https://www.besoccer.com/match/olympique-lyonnais/nimes-olympique/20211346,2021,4,ligue_1,20,32,1,0,0,12,4,1,1,1,5,3,3.4000000000000004,1,0,0,4,1,15,3,1,0,2,7,6,1.7999999999999998,0,0,1,1,2,3.0,0.0,89.0,63.0
Lens,Girondins Bordeaux,2-1,https://www.besoccer.com/match/lens/bordeaux/20211345,2021,4,ligue_1,20,32,0,2,1,6,6,2,0,1,5,4,5.4,1,0,0,1,0,10,5,1,2,0,2,0,4.0,1,0,0,2,0,3.0,3.0,65.0,76.0
Stade Rennais,Monaco,2-1,https://www.besoccer.com/match/stade-rennes/monaco/20211352,2021,4,ligue_1,20,32,0,2,1,4,7,2,1,0,7,4,6.0,1,0,0,2,1,3,7,2,1,0,5,3,6.0,1,0,0,1,0,3.0,3.0,80.0,83.0
Nice,PSG,0-3,https://www.besoccer.com/match/nice/paris-saint-germain-fc/20211351,2021,4,ligue_1,20,32,2,0,3,8,6,2,0,1,5,4,4.2,1,0,0,2,1,16,3,1,0,2,1,2,1.7999999999999998,0,0,1,0,1,3.0,0.0,74.0,93.0
Stade Brestois,Lorient,3-2,https://www.besoccer.com/match/stade-brestois-29/lorient/20211344,2021,4,ligue_1,20,32,0,3,2,13,3,1,0,2,4,7,3.0,0,0,1,2,3,14,3,1,0,2,5,6,1.7999999999999998,0,0,1,0,2,0.0,0.0,66.0,78.0
Metz,Stade de Reims,2-1,https://www.besoccer.com/match/metz/stade-reims/20211348,2021,4,ligue_1,20,32,0,2,1,20,0,0,0,3,0,3,0.0,0,0,1,0,1,17,1,0,1,2,2,4,0.6,0,1,1,2,3,0.0,0.8,67.0,72.0
Montpellier,Angers SCO,4-1,https://www.besoccer.com/match/montpellier-hsc/angers-sco/20211349,2021,4,ligue_1,20,32,0,4,1,9,6,2,0,1,6,4,4.8,2,0,0,5,2,5,6,2,0,1,2,2,4.8,1,0,0,1,0,5.4,3.0,76.0,71.0
Strasbourg,Dijon FCO,1-0,https://www.besoccer.com/match/strasbourg/dijon-fco/20211353,2021,4,ligue_1,20,32,0,1,0,18,0,0,0,3,1,7,0.0,0,0,1,0,2,19,0,0,0,3,1,7,0.0,0,0,1,1,4,0.0,0.0,71.0,69.0
Nantes,Saint-Étienne,2-2,https://www.besoccer.com/match/nantes/saint-etienne/20211350,2021,4,ligue_1,20,32,1,2,2,11,4,1,1,1,3,3,3.0000000000000004,1,0,0,2,1,1,9,3,0,0,6,0,7.2,1,0,0,2,0,3.0,3.0,75.0,78.0
Olympique Marseille,Lille,1-1,https://www.besoccer.com/match/olympique-marsella/lillestrom/20211347,2021,4,ligue_1,20,32,1,1,1,7,6,2,0,1,4,4,5.4,0,0,1,0,2,2,7,2,1,0,3,1,6.0,1,0,0,1,0,0.0,3.0,82.0,79.0
Lille,Nantes,2-0,https://www.besoccer.com/match/lillestrom/nantes/20211357,2021,5,ligue_1,20,32,0,2,0,5,8,2,2,0,4,2,5.6,1,1,0,2,1,12,5,1,2,1,5,5,3.1999999999999997,0,1,1,1,2,3.8,0.8,79.0,75.0
Saint-Étienne,Stade Rennais,0-3,https://www.besoccer.com/match/saint-etienne/stade-rennes/20211363,2021,5,ligue_1,20,32,2,0,3,1,10,3,1,0,8,2,6.4,2,0,0,4,0,2,10,3,1,0,9,5,7.6,1,1,0,5,3,5.4,3.8,78.0,80.0
Olympique Marseille,Metz,1-1,https://www.besoccer.com/match/olympique-marsella/metz/20211359,2021,5,ligue_1,20,32,1,1,1,7,7,2,1,1,5,5,5.2,0,1,1,1,3,18,3,1,0,3,2,4,3.0,0,0,2,0,2,1.0,0.0,82.0,67.0
