Home_Team,Away_Team,Result,Link,Season,Round,League,Number_Teams,Total_Rounds,Label,Goals_For_Home,Goals_For_Away,Position_Home,Points_Home,Total_Wins_Home,Total_Draw_Home,Total_Lose_Home,Total_Goals_For_Home_Team,Total_Goals_Against_Home_Team,Total_Streak_Home,Wins_When_Home,Draw_When_Home,Lose_When_Home,Goals_For_When_Home,Goals_Against_When_Home,Position_Away,Points_Away,Total_Wins_Away,Total_Draw_Away,Total_Lose_Away,Total_Goals_For_Away_Team,Total_Goals_Against_Away_Team,Total_Streak_Away,Wins_When_Away,Draw_When_Away,Lose_When_Away,Goals_For_When_Away,Goals_Against_When_Away,Streak_When_Home,Streak_When_Away,Elo_Home,Elo_Away
Real Madrid,Atlético,1-1,https://www.besoccer.com/match/real-madrid/atletico-madrid/199813225,1998,1,primera_division,20,38,1,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,90.0,87.0
Real Oviedo,Mérida CP,2-0,https://www.besoccer.com/match/real-oviedo/merida-cp/199813226,1998,1,primera_division,20,38,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,77.0,67.0
Celta,Real Zaragoza,2-1,https://www.besoccer.com/match/celta/real-zaragoza/199813227,1998,1,primera_division,20,38,0,2,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,78.0,81.0
Athletic,Espanyol,1-3,https://www.besoccer.com/match/athletic-bilbao/espanyol/199813228,1998,1,primera_division,20,38,2,1,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,81.0,81.0
Racing,UD Salamanca,1-0,https://www.besoccer.com/match/racing/salamanca/199813229,1998,1,primera_division,20,38,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,75.0,69.0
Barcelona,R. Sociedad,3-0,https://www.besoccer.com/match/barcelona/real-sociedad/199813230,1998,1,primera_division,20,38,0,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,93.0,81.0
Mallorca,Valencia,2-1,https://www.besoccer.com/match/mallorca/valencia-cf/199813231,1998,1,primera_division,20,38,0,2,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,74.0,84.0
Tenerife,Deportivo,0-0,https://www.besoccer.com/match/tenerife/deportivo/199813232,1998,1,primera_division,20,38,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,81.0,86.0
Compostela,Real Sporting,2-0,https://www.besoccer.com/match/sd-Compostela/sporting-gijon/199813233,1998,1,primera_division,20,38,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,74.0,76.0
Real Valladolid,Real Betis,1-3,https://www.besoccer.com/match/valladolid/betis/199813234,1998,1,primera_division,20,38,2,1,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,78.0,85.0
Atlético,Real Valladolid,5-0,https://www.besoccer.com/match/atletico-madrid/valladolid/199813235,1998,2,primera_division,20,38,0,5,0,11,1,0,1,0,1,1,1.0,0,0,0,0,0,17,0,0,0,1,1,3,0.0,0,0,0,0,0,0.0,0.0,87.0,78.0
Real Betis,Athletic,1-1,https://www.besoccer.com/match/betis/athletic-bilbao/199813236,1998,2,primera_division,20,38,1,1,1,4,3,1,0,0,3,1,3.0,0,0,0,0,0,13,0,0,0,1,1,3,0.0,0,0,0,0,0,0.0,0.0,85.0,81.0
Real Sporting,Tenerife,0-2,https://www.besoccer.com/match/sporting-gijon/tenerife/199813237,1998,2,primera_division,20,38,2,0,2,18,0,0,0,1,0,2,0.0,0,0,0,0,0,12,1,0,1,0,0,0,1.0,0,0,0,0,0,0.0,0.0,76.0,81.0
Deportivo,Mallorca,1-1,https://www.besoccer.com/match/deportivo/mallorca/199813238,1998,2,primera_division,20,38,1,1,1,10,1,0,1,0,0,0,1.0,0,0,0,0,0,2,3,1,0,0,2,1,3.0,0,0,0,0,0,0.0,0.0,86.0,75.0
R. Sociedad,Racing,1-0,https://www.besoccer.com/match/real-sociedad/racing/199813239,1998,2,primera_division,20,38,0,1,0,16,0,0,0,1,0,3,0.0,0,0,0,0,0,6,3,1,0,0,1,0,3.0,0,0,0,0,0,0.0,0.0,81.0,76.0
UD Salamanca,Real Madrid,0-2,https://www.besoccer.com/match/salamanca/real-madrid/199813240,1998,2,primera_division,20,38,2,0,2,14,0,0,0,1,0,1,0.0,0,0,0,0,0,9,1,0,1,0,1,1,1.0,0,0,0,0,0,0.0,0.0,68.0,90.0
Espanyol,Celta,1-1,https://www.besoccer.com/match/espanyol/celta/199813241,1998,2,primera_division,20,38,1,1,1,1,3,1,0,0,3,1,3.0,0,0,0,0,0,8,3,1,0,0,2,1,3.0,0,0,0,0,0,0.0,0.0,81.0,78.0
Mérida CP,Compostela,3-3,https://www.besoccer.com/match/merida-cp/sd-Compostela/199813242,1998,2,primera_division,20,38,1,3,3,19,0,0,0,1,0,2,0.0,0,0,0,0,0,3,3,1,0,0,2,0,3.0,0,0,0,0,0,0.0,0.0,67.0,74.0
Real Zaragoza,Real Oviedo,3-3,https://www.besoccer.com/match/real-zaragoza/real-oviedo/199813243,1998,2,primera_division,20,38,1,3,3,20,0,0,0,1,1,2,0.0,0,0,0,0,0,5,3,1,0,0,2,0,3.0,0,0,0,0,0,0.0,0.0,81.0,77.0
