Home_Team,Away_Team,Result,Link,Season,Round,League,Number_Teams,Total_Rounds,Label,Goals_For_Home,Goals_For_Away,Position_Home,Points_Home,Total_Wins_Home,Total_Draw_Home,Total_Lose_Home,Total_Goals_For_Home_Team,Total_Goals_Against_Home_Team,Total_Streak_Home,Wins_When_Home,Draw_When_Home,Lose_When_Home,Goals_For_When_Home,Goals_Against_When_Home,Position_Away,Points_Away,Total_Wins_Away,Total_Draw_Away,Total_Lose_Away,Total_Goals_For_Away_Team,Total_Goals_Against_Away_Team,Total_Streak_Away,Wins_When_Away,Draw_When_Away,Lose_When_Away,Goals_For_When_Away,Goals_Against_When_Away,Streak_When_Home,Streak_When_Away,Elo_Home,Elo_Away
Leganés,Alavés,1-0,https://www.besoccer.com/match/leganes/alaves/2018494771,2018,1,primera_division,20,38,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,66.0,71.0
Valencia,Las Palmas,1-0,https://www.besoccer.com/match/valencia-cf/ud-palmas/2018494768,2018,1,primera_division,20,38,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,83.0,71.0
Celta,R. Sociedad,2-3,https://www.besoccer.com/match/celta/real-sociedad/2018494767,2018,1,primera_division,20,38,2,2,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,81.0,81.0
Girona,Atlético,2-2,https://www.besoccer.com/match/girona-fc/atletico-madrid/2018494773,2018,1,primera_division,20,38,1,2,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,65.0,97.0
Sevilla,Espanyol,1-1,https://www.besoccer.com/match/sevilla/espanyol/2018494765,2018,1,primera_division,20,38,1,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,89.0,78.0
Athletic,Getafe,0-0,https://www.besoccer.com/match/athletic-bilbao/getafe/2018494774,2018,1,primera_division,20,38,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,85.0,71.0
Barcelona,Real Betis,2-0,https://www.besoccer.com/match/barcelona/betis/2018494769,2018,1,primera_division,20,38,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,97.0,73.0
Deportivo,Real Madrid,0-3,https://www.besoccer.com/match/deportivo/real-madrid/2018494770,2018,1,primera_division,20,38,2,0,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,73.0,97.0
Levante,Villarreal,1-0,https://www.besoccer.com/match/levante/villarreal/2018494772,2018,1,primera_division,20,38,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,71.0,84.0
Málaga,Eibar,0-1,https://www.besoccer.com/match/malaga/eibar/2018494766,2018,1,primera_division,20,38,2,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,78.0,73.0
