Home_Team,Away_Team,Result,Link,Season,Round,League,Number_Teams,Total_Rounds,Label,Goals_For_Home,Goals_For_Away,Position_Home,Points_Home,Total_Wins_Home,Total_Draw_Home,Total_Lose_Home,Total_Goals_For_Home_Team,Total_Goals_Against_Home_Team,Total_Streak_Home,Wins_When_Home,Draw_When_Home,Lose_When_Home,Goals_For_When_Home,Goals_Against_When_Home,Position_Away,Points_Away,Total_Wins_Away,Total_Draw_Away,Total_Lose_Away,Total_Goals_For_Away_Team,Total_Goals_Against_Away_Team,Total_Streak_Away,Wins_When_Away,Draw_When_Away,Lose_When_Away,Goals_For_When_Away,Goals_Against_When_Away,Streak_When_Home,Streak_When_Away,Elo_Home,Elo_Away
Málaga,Osasuna,1-1,https://www.besoccer.com/match/malaga/osasuna/201796233,2017,1,primera_division,20,38,1,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,80.0,70.0
Deportivo,Eibar,2-1,https://www.besoccer.com/match/deportivo/eibar/201796229,2017,1,primera_division,20,38,0,2,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,73.0,68.0
Barcelona,Real Betis,6-2,https://www.besoccer.com/match/barcelona/betis/201796226,2017,1,primera_division,20,38,0,6,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,97.0,75.0
Granada,Villarreal,1-1,https://www.besoccer.com/match/granada/villarreal/201796230,2017,1,primera_division,20,38,1,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,71.0,84.0
Sevilla,Espanyol,6-4,https://www.besoccer.com/match/sevilla/espanyol/201796228,2017,1,primera_division,20,38,0,6,4,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,90.0,78.0
Real Sporting,Athletic,2-1,https://www.besoccer.com/match/sporting-gijon/athletic-bilbao/201796231,2017,1,primera_division,20,38,0,2,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,70.0,86.0
R. Sociedad,Real Madrid,0-3,https://www.besoccer.com/match/real-sociedad/real-madrid/201796225,2017,1,primera_division,20,38,2,0,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,80.0,97.0
Atlético,Alavés,1-1,https://www.besoccer.com/match/atletico-madrid/alaves/201796232,2017,1,primera_division,20,38,1,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,97.0,64.0
Celta,Leganés,0-1,https://www.besoccer.com/match/celta/leganes/201796234,2017,1,primera_division,20,38,2,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,80.0,64.0
Valencia,Las Palmas,2-4,https://www.besoccer.com/match/valencia-cf/ud-palmas/201796227,2017,1,primera_division,20,38,2,2,4,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,86.0,71.0
