Home_Team,Away_Team,Result,Link,Season,Round,League,Number_Teams,Total_Rounds,Label,Goals_For_Home,Goals_For_Away,Position_Home,Points_Home,Total_Wins_Home,Total_Draw_Home,Total_Lose_Home,Total_Goals_For_Home_Team,Total_Goals_Against_Home_Team,Total_Streak_Home,Wins_When_Home,Draw_When_Home,Lose_When_Home,Goals_For_When_Home,Goals_Against_When_Home,Position_Away,Points_Away,Total_Wins_Away,Total_Draw_Away,Total_Lose_Away,Total_Goals_For_Away_Team,Total_Goals_Against_Away_Team,Total_Streak_Away,Wins_When_Away,Draw_When_Away,Lose_When_Away,Goals_For_When_Away,Goals_Against_When_Away,Streak_When_Home,Streak_When_Away,Elo_Home,Elo_Away
Udinese,Roma,1-1,https://www.besoccer.com/match/udinese/roma/19901067,1990,1,serie_a,18,34,1,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,76.0,76.0
Ascoli,Napoli,0-1,https://www.besoccer.com/match/ascoli/napoli/19901068,1990,1,serie_a,18,34,2,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,74.0,83.0
Inter,Cremonese,2-1,https://www.besoccer.com/match/internazionale/us-cremonese/19901069,1990,1,serie_a,18,34,0,2,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,83.0,76.0
Genoa,Lecce,1-0,https://www.besoccer.com/match/genoa/lecce/19901070,1990,1,serie_a,18,34,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,80.0,74.0
Cesena,Milan,0-3,https://www.besoccer.com/match/ac-cesena/milan/19901071,1990,1,serie_a,18,34,2,0,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,75.0,85.0
Juventus,Bologna,1-1,https://www.besoccer.com/match/juventus-fc/bologna/19901072,1990,1,serie_a,18,34,1,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,82.0,75.0
SSC Bari,Fiorentina,1-1,https://www.besoccer.com/match/as-bari/fiorentina/19901073,1990,1,serie_a,18,34,1,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,78.0,74.0
Atalanta,Hellas Verona,1-0,https://www.besoccer.com/match/atalanta/hellas-verona-fc/19901074,1990,1,serie_a,18,34,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,80.0,74.0
Lazio,Sampdoria,0-2,https://www.besoccer.com/match/lazio/sampdoria/19901075,1990,1,serie_a,18,34,2,0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,77.0,82.0
Lecce,Atalanta,2-1,https://www.besoccer.com/match/lecce/atalanta/19901076,1990,2,serie_a,18,34,0,2,1,14,0,0,0,1,0,1,0.0,0,0,0,0,0,3,3,1,0,0,1,0,3.0,0,0,0,0,0,0.0,0.0,74.0,80.0
Hellas Verona,Juventus,1-4,https://www.besoccer.com/match/hellas-verona-fc/juventus-fc/19901077,1990,2,serie_a,18,34,2,1,4,18,0,0,0,1,0,1,0.0,0,0,0,0,0,9,1,0,1,0,1,1,1.0,0,0,0,0,0,0.0,0.0,74.0,82.0
Cremonese,Cesena,1-2,https://www.besoccer.com/match/us-cremonese/ac-cesena/19901078,1990,2,serie_a,18,34,2,1,2,17,0,0,0,1,1,2,0.0,0,0,0,0,0,15,0,0,0,1,0,3,0.0,0,0,0,0,0,0.0,0.0,76.0,74.0
Fiorentina,Genoa,0-0,https://www.besoccer.com/match/fiorentina/genoa/19901079,1990,2,serie_a,18,34,1,0,0,10,1,0,1,0,1,1,1.0,0,0,0,0,0,4,3,1,0,0,1,0,3.0,0,0,0,0,0,0.0,0.0,74.0,80.0
Milan,Lazio,0-1,https://www.besoccer.com/match/milan/lazio/19901080,1990,2,serie_a,18,34,2,0,1,1,3,1,0,0,3,0,3.0,0,0,0,0,0,13,0,0,0,1,0,2,0.0,0,0,0,0,0,0.0,0.0,86.0,76.0
Napoli,Udinese,1-0,https://www.besoccer.com/match/napoli/udinese/19901081,1990,2,serie_a,18,34,0,1,0,6,3,1,0,0,1,0,3.0,0,0,0,0,0,7,1,0,1,0,1,1,1.0,0,0,0,0,0,0.0,0.0,83.0,76.0
Bologna,Inter,2-2,https://www.besoccer.com/match/bologna/internazionale/19901082,1990,2,serie_a,18,34,1,2,2,12,1,0,1,0,1,1,1.0,0,0,0,0,0,5,3,1,0,0,2,1,3.0,0,0,0,0,0,0.0,0.0,76.0,83.0
Sampdoria,SSC Bari,0-0,https://www.besoccer.com/match/sampdoria/as-bari/19901083,1990,2,serie_a,18,34,1,0,0,2,3,1,0,0,2,0,3.0,0,0,0,0,0,11,1,0,1,0,1,1,1.0,0,0,0,0,0,0.0,0.0,82.0,78.0
Roma,Ascoli,0-0,https://www.besoccer.com/match/roma/ascoli/19901084,1990,2,serie_a,18,34,1,0,0,8,1,0,1,0,1,1,1.0,0,0,0,0,0,16,0,0,0,1,0,1,0.0,0,0,0,0,0,0.0,0.0,77.0,74.0
Cesena,Napoli,0-0,https://www.besoccer.com/match/ac-cesena/napoli/19901085,1990,3,serie_a,18,34,1,0,0,8,3,1,0,1,2,4,3.0,0,0,1,0,3,1,6,2,0,0,2,0,5.4,1,0,0,1,0,0.0,3.0,74.0,83.0
Udinese,Bologna,1-1,https://www.besoccer.com/match/udinese/bologna/19901086,1990,3,serie_a,18,34,1,1,1,15,1,0,1,1,1,2,0.8,0,1,0,1,1,11,2,0,2,0,3,3,1.8,0,1,0,1,1,1.0,1.0,76.0,76.0
Genoa,Roma,0-2,https://www.besoccer.com/match/genoa/roma/19901087,1990,3,serie_a,18,34,2,0,2,2,4,1,1,0,1,0,3.4000000000000004,1,0,0,1,0,14,2,0,2,0,1,1,1.8,0,1,0,1,1,3.0,1.0,80.0,77.0
Ascoli,Sampdoria,2-1,https://www.besoccer.com/match/ascoli/sampdoria/19901088,1990,3,serie_a,18,34,0,2,1,16,1,0,1,1,0,1,1.0,0,0,1,0,1,5,4,1,1,0,2,0,3.4000000000000004,1,0,0,2,0,0.0,3.0,74.0,82.0
Juventus,Fiorentina,3-1,https://www.besoccer.com/match/juventus-fc/fiorentina/19901089,1990,3,serie_a,18,34,0,3,1,4,4,1,1,0,5,2,3.8,0,1,0,1,1,12,2,0,2,0,1,1,1.8,0,1,0,1,1,1.0,1.0,82.0,74.0
SSC Bari,Hellas Verona,2-1,https://www.besoccer.com/match/as-bari/hellas-verona-fc/19901090,1990,3,serie_a,18,34,0,2,1,13,2,0,2,0,1,1,1.8,0,1,0,1,1,18,0,0,0,2,1,5,0.0,0,0,1,0,1,1.0,0.0,78.0,74.0
Atalanta,Milan,0-1,https://www.besoccer.com/match/atalanta/milan/19901091,1990,3,serie_a,18,34,2,0,1,7,3,1,0,1,2,2,2.4000000000000004,1,0,0,1,0,6,3,1,0,1,3,1,2.4000000000000004,1,0,0,3,0,3.0,3.0,80.0,85.0
Inter,Lecce,2-1,https://www.besoccer.com/match/internazionale/lecce/19901092,1990,3,serie_a,18,34,0,2,1,3,4,1,1,0,4,3,3.4000000000000004,1,0,0,2,1,9,3,1,0,1,2,2,3.0,0,0,1,0,1,3.0,0.0,83.0,75.0
Lazio,Cremonese,1-1,https://www.besoccer.com/match/lazio/us-cremonese/19901093,1990,3,serie_a,18,34,1,1,1,10,3,1,0,1,1,2,3.0,0,0,1,0,2,17,0,0,0,2,2,4,0.0,0,0,1,1,2,0.0,0.0,76.0,76.0
Fiorentina,Lazio,1-0,https://www.besoccer.com/match/fiorentina/lazio/19901094,1990,4,serie_a,18,34,0,1,0,15,2,0,2,1,2,4,1.4,0,1,0,0,0,9,4,1,1,1,2,3,3.4000000000000004,1,0,0,1,0,1.0,3.0,74.0,76.0
