Home_Team,Away_Team,Result,Link,Season,Round,League,Number_Teams,Total_Rounds,Label,Goals_For_Home,Goals_For_Away,Position_Home,Points_Home,Total_Wins_Home,Total_Draw_Home,Total_Lose_Home,Total_Goals_For_Home_Team,Total_Goals_Against_Home_Team,Total_Streak_Home,Wins_When_Home,Draw_When_Home,Lose_When_Home,Goals_For_When_Home,Goals_Against_When_Home,Position_Away,Points_Away,Total_Wins_Away,Total_Draw_Away,Total_Lose_Away,Total_Goals_For_Away_Team,Total_Goals_Against_Away_Team,Total_Streak_Away,Wins_When_Away,Draw_When_Away,Lose_When_Away,Goals_For_When_Away,Goals_Against_When_Away,Streak_When_Home,Streak_When_Away,Elo_Home,Elo_Away
Cosenza Calcio,Palermo FC,1-2,https://www.besoccer.com/match/fortitudo-cosenza/palermo/20037426,2003,1,serie_b,20,38,2,1,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,54.0,52.0
Catania,Napoli,0-2,https://www.besoccer.com/match/catania/napoli/20037427,2003,1,serie_b,20,38,2,0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,40.0,59.0
Cagliari,Venezia,1-0,https://www.besoccer.com/match/cagliari/venezia/20037428,2003,1,serie_b,20,38,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,62.0,58.0
SSC Bari,Triestina ,0-0,https://www.besoccer.com/match/as-bari/us-triestina-calcio/20037429,2003,1,serie_b,20,38,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,61.0,47.0
Ancona,Hellas Verona,1-1,https://www.besoccer.com/match/ancona/hellas-verona-fc/20037430,2003,1,serie_b,20,38,1,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,57.0,61.0
Vicenza ,Genoa,1-0,https://www.besoccer.com/match/vicenza-calcio/genoa/20037431,2003,1,serie_b,20,38,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,62.0,56.0
Ternana Calcio,Messina,1-0,https://www.besoccer.com/match/ternana-calcio/messina/20037432,2003,1,serie_b,20,38,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,56.0,55.0
Siena,Lecce,0-0,https://www.besoccer.com/match/siena/lecce/20037433,2003,1,serie_b,20,38,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,49.0,60.0
Salernitana,Ascoli,1-2,https://www.besoccer.com/match/salernitana-calcio-1919/ascoli/20037434,2003,1,serie_b,20,38,2,1,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,54.0,50.0
Sampdoria,Livorno,2-0,https://www.besoccer.com/match/sampdoria/livorno/20037425,2003,1,serie_b,20,38,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,65.0,44.0
Palermo FC,Sampdoria,0-0,https://www.besoccer.com/match/palermo/sampdoria/20037415,2003,2,serie_b,20,38,1,0,0,2,3,1,0,0,2,1,3.0,0,0,0,0,0,6,3,1,0,0,2,0,3.0,0,0,0,0,0,0.0,0.0,52.0,65.0
Napoli,Ancona,1-1,https://www.besoccer.com/match/napoli/ancona/20037416,2003,2,serie_b,20,38,1,1,1,1,3,1,0,0,2,0,3.0,0,0,0,0,0,10,1,0,1,0,1,1,1.0,0,0,0,0,0,0.0,0.0,58.0,57.0
Messina,Salernitana,2-0,https://www.besoccer.com/match/messina/salernitana-calcio-1919/20037417,2003,2,serie_b,20,38,0,2,0,17,0,0,0,1,0,1,0.0,0,0,0,0,0,19,0,0,0,1,1,2,0.0,0,0,0,0,0,0.0,0.0,55.0,54.0
Livorno,Cagliari,1-0,https://www.besoccer.com/match/livorno/cagliari/20037418,2003,2,serie_b,20,38,0,1,0,20,0,0,0,1,0,2,0.0,0,0,0,0,0,5,3,1,0,0,1,0,3.0,0,0,0,0,0,0.0,0.0,45.0,61.0
Lecce,Catania,1-0,https://www.besoccer.com/match/lecce/catania/20037419,2003,2,serie_b,20,38,0,1,0,8,1,0,1,0,0,0,1.0,0,0,0,0,0,16,0,0,0,1,0,2,0.0,0,0,0,0,0,0.0,0.0,60.0,41.0
Genoa,Ternana Calcio,1-0,https://www.besoccer.com/match/genoa/ternana-calcio/20037420,2003,2,serie_b,20,38,0,1,0,18,0,0,0,1,0,1,0.0,0,0,0,0,0,3,3,1,0,0,1,0,3.0,0,0,0,0,0,0.0,0.0,56.0,57.0
Ascoli,Vicenza ,1-4,https://www.besoccer.com/match/ascoli/vicenza-calcio/20037421,2003,2,serie_b,20,38,2,1,4,4,3,1,0,0,2,1,3.0,0,0,0,0,0,7,3,1,0,0,1,0,3.0,0,0,0,0,0,0.0,0.0,50.0,63.0
Hellas Verona,Cosenza Calcio,1-0,https://www.besoccer.com/match/hellas-verona-fc/fortitudo-cosenza/20037422,2003,2,serie_b,20,38,0,1,0,13,1,0,1,0,1,1,1.0,0,0,0,0,0,15,0,0,0,1,1,2,0.0,0,0,0,0,0,0.0,0.0,61.0,54.0
Venezia,SSC Bari,1-1,https://www.besoccer.com/match/venezia/as-bari/20037423,2003,2,serie_b,20,38,1,1,1,14,0,0,0,1,0,1,0.0,0,0,0,0,0,12,1,0,1,0,0,0,1.0,0,0,0,0,0,0.0,0.0,58.0,61.0
Triestina ,Siena,2-1,https://www.besoccer.com/match/us-triestina-calcio/siena/20037424,2003,2,serie_b,20,38,0,2,1,11,1,0,1,0,0,0,1.0,0,0,0,0,0,9,1,0,1,0,0,0,1.0,0,0,0,0,0,0.0,0.0,49.0,50.0
