Home_Team,Away_Team,Result,Link,Season,Round,League,Number_Teams,Total_Rounds,Label,Goals_For_Home,Goals_For_Away,Position_Home,Points_Home,Total_Wins_Home,Total_Draw_Home,Total_Lose_Home,Total_Goals_For_Home_Team,Total_Goals_Against_Home_Team,Total_Streak_Home,Wins_When_Home,Draw_When_Home,Lose_When_Home,Goals_For_When_Home,Goals_Against_When_Home,Position_Away,Points_Away,Total_Wins_Away,Total_Draw_Away,Total_Lose_Away,Total_Goals_For_Away_Team,Total_Goals_Against_Away_Team,Total_Streak_Away,Wins_When_Away,Draw_When_Away,Lose_When_Away,Goals_For_When_Away,Goals_Against_When_Away,Streak_When_Home,Streak_When_Away,Elo_Home,Elo_Away
AC Arezzo,Mantova,1-1,https://www.besoccer.com/match/ac-arezzo/ac-mantova/200717406,2007,1,serie_b,22,42,1,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,48.0,52.0
Spezia,Cesena,1-1,https://www.besoccer.com/match/asd-spezia/ac-cesena/200717396,2007,1,serie_b,22,42,1,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,42.0,53.0
Napoli,Treviso,4-2,https://www.besoccer.com/match/napoli/treviso/200717397,2007,1,serie_b,22,42,0,4,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,53.0,51.0
Vicenza ,Genoa,1-2,https://www.besoccer.com/match/vicenza-calcio/genoa/200717398,2007,1,serie_b,22,42,2,1,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,57.0,53.0
Modena,Hellas Verona,0-1,https://www.besoccer.com/match/modena-fc/hellas-verona-fc/200717399,2007,1,serie_b,22,42,2,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,59.0,58.0
Triestina ,Frosinone,1-0,https://www.besoccer.com/match/us-triestina-calcio/frosinone-calcio/200717400,2007,1,serie_b,22,42,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,53.0,42.0
Lecce,AlbinoLeffe,3-1,https://www.besoccer.com/match/lecce/uc-albinoleffe/200717401,2007,1,serie_b,22,42,0,3,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,61.0,48.0
Crotone,SSC Bari,3-2,https://www.besoccer.com/match/fc-crotone/as-bari/200717402,2007,1,serie_b,22,42,0,3,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,52.0,58.0
Rimini,Juventus,1-1,https://www.besoccer.com/match/rimini-calcio/juventus-fc/200717403,2007,1,serie_b,22,42,1,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,52.0,67.0
Brescia,Piacenza,2-0,https://www.besoccer.com/match/brescia/piacenza/200717404,2007,1,serie_b,22,42,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,59.0,61.0
Pescara,Bologna,0-1,https://www.besoccer.com/match/pescara-calcio/bologna/200717405,2007,1,serie_b,22,42,2,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,49.0,59.0
AlbinoLeffe,Modena,0-0,https://www.besoccer.com/match/uc-albinoleffe/modena-fc/200717395,2007,2,serie_b,22,42,1,0,0,18,0,0,0,1,1,3,0.0,0,0,0,0,0,21,0,0,0,1,0,1,0.0,0,0,0,0,0,0.0,0.0,47.0,59.0
SSC Bari,Brescia,1-1,https://www.besoccer.com/match/as-bari/brescia/200717394,2007,2,serie_b,22,42,1,1,1,19,0,0,0,1,2,3,0.0,0,0,0,0,0,5,3,1,0,0,2,0,3.0,0,0,0,0,0,0.0,0.0,58.0,59.0
Juventus,Vicenza ,2-1,https://www.besoccer.com/match/juventus-fc/vicenza-calcio/200717385,2007,2,serie_b,22,42,0,2,1,10,1,0,1,0,1,1,1.0,0,0,0,0,0,22,0,0,0,1,1,2,0.0,0,0,0,0,0,0.0,0.0,67.0,57.0
Frosinone,AC Arezzo,0-0,https://www.besoccer.com/match/frosinone-calcio/ac-arezzo/200717386,2007,2,serie_b,22,42,1,0,0,16,0,0,0,1,0,1,0.0,0,0,0,0,0,11,1,0,1,0,1,1,1.0,0,0,0,0,0,0.0,0.0,41.0,48.0
Genoa,Rimini,2-1,https://www.besoccer.com/match/genoa/rimini-calcio/200717387,2007,2,serie_b,22,42,0,2,1,1,3,1,0,0,2,1,3.0,0,0,0,0,0,12,1,0,1,0,1,1,1.0,0,0,0,0,0,0.0,0.0,53.0,52.0
Hellas Verona,Lecce,1-1,https://www.besoccer.com/match/hellas-verona-fc/lecce/200717388,2007,2,serie_b,22,42,1,1,1,3,3,1,0,0,1,0,3.0,0,0,0,0,0,4,3,1,0,0,3,1,3.0,0,0,0,0,0,0.0,0.0,58.0,61.0
Cesena,Crotone,3-1,https://www.besoccer.com/match/ac-cesena/fc-crotone/200717389,2007,2,serie_b,22,42,0,3,1,9,1,0,1,0,1,1,1.0,0,0,0,0,0,6,3,1,0,0,3,2,3.0,0,0,0,0,0,0.0,0.0,53.0,52.0
Treviso,Triestina ,0-0,https://www.besoccer.com/match/treviso/us-triestina-calcio/200717390,2007,2,serie_b,22,42,1,0,0,15,0,0,0,1,2,4,0.0,0,0,0,0,0,8,3,1,0,0,1,0,3.0,0,0,0,0,0,0.0,0.0,51.0,53.0
Bologna,Spezia,2-1,https://www.besoccer.com/match/bologna/asd-spezia/200717391,2007,2,serie_b,22,42,0,2,1,2,3,1,0,0,1,0,3.0,0,0,0,0,0,14,1,0,1,0,1,1,1.0,0,0,0,0,0,0.0,0.0,59.0,42.0
Piacenza,Napoli,2-1,https://www.besoccer.com/match/piacenza/napoli/200717392,2007,2,serie_b,22,42,0,2,1,17,0,0,0,1,0,2,0.0,0,0,0,0,0,7,3,1,0,0,4,2,3.0,0,0,0,0,0,0.0,0.0,61.0,53.0
Mantova,Pescara,2-1,https://www.besoccer.com/match/ac-mantova/pescara-calcio/200717393,2007,2,serie_b,22,42,0,2,1,13,1,0,1,0,1,1,1.0,0,0,0,0,0,20,0,0,0,1,0,1,0.0,0,0,0,0,0,0.0,0.0,52.0,49.0
Pescara,SSC Bari,0-1,https://www.besoccer.com/match/pescara-calcio/as-bari/200717376,2007,3,serie_b,22,42,2,0,1,21,0,0,0,2,1,3,0.0,0,0,1,0,1,15,1,0,1,1,3,4,1.0,0,0,1,2,3,0.0,0.0,49.0,58.0
Modena,Genoa,2-0,https://www.besoccer.com/match/modena-fc/genoa/200717377,2007,3,serie_b,22,42,0,2,0,14,1,0,1,1,0,1,1.0,0,0,1,0,1,1,6,2,0,0,4,2,5.4,1,0,0,2,1,0.0,3.0,59.0,53.0
Triestina ,AlbinoLeffe,1-2,https://www.besoccer.com/match/us-triestina-calcio/uc-albinoleffe/200717378,2007,3,serie_b,22,42,2,1,2,6,4,1,1,0,1,0,3.4000000000000004,1,0,0,1,0,16,1,0,1,1,1,3,1.0,0,0,1,1,3,3.0,0.0,53.0,48.0
Lecce,Mantova,2-0,https://www.besoccer.com/match/lecce/ac-mantova/200717379,2007,3,serie_b,22,42,0,2,0,4,4,1,1,0,4,2,3.4000000000000004,1,0,0,3,1,9,4,1,1,0,3,2,3.8,0,1,0,1,1,3.0,1.0,61.0,52.0
Crotone,Juventus,0-3,https://www.besoccer.com/match/fc-crotone/juventus-fc/200717380,2007,3,serie_b,22,42,2,0,3,11,3,1,0,1,4,5,2.4000000000000004,1,0,0,3,2,8,4,1,1,0,3,2,3.8,0,1,0,1,1,3.0,1.0,52.0,67.0
Rimini,Frosinone,2-1,https://www.besoccer.com/match/rimini-calcio/frosinone-calcio/200717381,2007,3,serie_b,22,42,0,2,1,17,1,0,1,1,2,3,0.8,0,1,0,1,1,18,1,0,1,1,0,1,1.0,0,0,1,0,1,1.0,0.0,52.0,41.0
Brescia,Treviso,2-1,https://www.besoccer.com/match/brescia/treviso/200717382,2007,3,serie_b,22,42,0,2,1,5,4,1,1,0,3,1,3.4000000000000004,1,0,0,2,0,19,1,0,1,1,2,4,1.0,0,0,1,2,4,3.0,0.0,59.0,51.0
Piacenza,Bologna,1-0,https://www.besoccer.com/match/piacenza/bologna/200717383,2007,3,serie_b,22,42,0,1,0,10,3,1,0,1,2,3,3.0,1,0,0,2,1,2,6,2,0,0,3,1,5.4,1,0,0,1,0,3.0,3.0,61.0,59.0
AC Arezzo,Napoli,0-0,https://www.besoccer.com/match/ac-arezzo/napoli/200717384,2007,3,serie_b,22,42,1,0,0,13,2,0,2,0,1,1,1.8,0,1,0,1,1,12,3,1,0,1,5,4,2.4000000000000004,0,0,1,1,2,1.0,0.0,48.0,53.0
Spezia,Hellas Verona,1-0,https://www.besoccer.com/match/asd-spezia/hellas-verona-fc/200717374,2007,3,serie_b,22,42,0,1,0,20,1,0,1,1,2,3,0.8,0,1,0,1,1,3,4,1,1,0,2,1,3.4000000000000004,1,0,0,1,0,1.0,3.0,41.0,58.0
Vicenza ,Cesena,0-1,https://www.besoccer.com/match/vicenza-calcio/ac-cesena/200717375,2007,3,serie_b,22,42,2,0,1,22,0,0,0,2,2,4,0.0,0,0,1,1,2,7,4,1,1,0,4,2,3.8,0,1,0,1,1,0.0,1.0,57.0,53.0
Hellas Verona,Brescia,0-1,https://www.besoccer.com/match/hellas-verona-fc/brescia/200717365,2007,4,serie_b,22,42,2,0,1,16,4,1,1,1,2,2,2.5999999999999996,0,1,0,1,1,2,7,2,1,0,5,2,5.6,0,1,0,1,1,1.0,1.0,58.0,59.0
Frosinone,Spezia,2-2,https://www.besoccer.com/match/frosinone-calcio/asd-spezia/200717366,2007,4,serie_b,22,42,1,2,2,19,1,0,1,2,1,3,0.8,0,1,0,0,0,9,4,1,1,1,3,3,3.6,0,0,1,1,2,1.0,0.0,41.0,42.0
