Home_Team,Away_Team,Result,Link,Season,Round,League,Number_Teams,Total_Rounds,Label,Goals_For_Home,Goals_For_Away,Position_Home,Points_Home,Total_Wins_Home,Total_Draw_Home,Total_Lose_Home,Total_Goals_For_Home_Team,Total_Goals_Against_Home_Team,Total_Streak_Home,Wins_When_Home,Draw_When_Home,Lose_When_Home,Goals_For_When_Home,Goals_Against_When_Home,Position_Away,Points_Away,Total_Wins_Away,Total_Draw_Away,Total_Lose_Away,Total_Goals_For_Away_Team,Total_Goals_Against_Away_Team,Total_Streak_Away,Wins_When_Away,Draw_When_Away,Lose_When_Away,Goals_For_When_Away,Goals_Against_When_Away,Streak_When_Home,Streak_When_Away,Elo_Home,Elo_Away
RM Castilla,Hércules,3-1,https://www.besoccer.com/match/rm-castilla/hercules/19943346,1994,1,segunda_division,20,38,0,3,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,57.0,55.0
CD Badajoz,CD Toledo,2-0,https://www.besoccer.com/match/badajoz/cd-toledo/19943347,1994,1,segunda_division,20,38,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,56.0,44.0
CD Castellón,Mallorca,1-1,https://www.besoccer.com/match/cd-castellon/mallorca/19943348,1994,1,segunda_division,20,38,1,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,62.0,69.0
Leganés,Villarreal,1-1,https://www.besoccer.com/match/leganes/villarreal/19943349,1994,1,segunda_division,20,38,1,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,48.0,49.0
Cádiz,Compostela,0-2,https://www.besoccer.com/match/cadiz/sd-Compostela/19943350,1994,1,segunda_division,20,38,2,0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,65.0,51.0
Barcelona B,Bilbao Ath.,4-0,https://www.besoccer.com/match/barcelona-b/athletic-bilbao-b/19943351,1994,1,segunda_division,20,38,0,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,57.0,56.0
Real Betis,Mérida CP,2-0,https://www.besoccer.com/match/betis/merida-cp/19943352,1994,1,segunda_division,20,38,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,65.0,52.0
Real Burgos CF,Espanyol,1-1,https://www.besoccer.com/match/real-burgos-cf/espanyol/19943353,1994,1,segunda_division,20,38,1,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,63.0,68.0
Real Murcia,Atlético Marbella,1-1,https://www.besoccer.com/match/real-murcia/atletico-marbella/19943354,1994,1,segunda_division,20,38,1,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,58.0,52.0
Eibar,Palamós,2-0,https://www.besoccer.com/match/eibar/palamos-cf/19943355,1994,1,segunda_division,20,38,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,54.0,50.0
