Home_Team,Away_Team,Result,Link,Season,Round,League,Number_Teams,Total_Rounds,Label,Goals_For_Home,Goals_For_Away,Position_Home,Points_Home,Total_Wins_Home,Total_Draw_Home,Total_Lose_Home,Total_Goals_For_Home_Team,Total_Goals_Against_Home_Team,Total_Streak_Home,Wins_When_Home,Draw_When_Home,Lose_When_Home,Goals_For_When_Home,Goals_Against_When_Home,Position_Away,Points_Away,Total_Wins_Away,Total_Draw_Away,Total_Lose_Away,Total_Goals_For_Away_Team,Total_Goals_Against_Away_Team,Total_Streak_Away,Wins_When_Away,Draw_When_Away,Lose_When_Away,Goals_For_When_Away,Goals_Against_When_Away,Streak_When_Home,Streak_When_Away,Elo_Home,Elo_Away
Farense,Sporting CP,0-2,https://www.besoccer.com/match/farense/sporting-lisbon/19958557,1995,1,primeira_liga,18,34,2,0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,70.0,83.0
Vitória Guimarães,Boavista,2-0,https://www.besoccer.com/match/vitoria-guimaraes/boavista/19958558,1995,1,primeira_liga,18,34,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,72.0,77.0
União de Leiria,União Madeira,1-2,https://www.besoccer.com/match/uniao-leiria/uniao-madeira/19958559,1995,1,primeira_liga,18,34,2,1,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,72.0,68.0
Porto,Sporting Braga,2-0,https://www.besoccer.com/match/fc-porto/sporting-braga/19958560,1995,1,primeira_liga,18,34,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,90.0,69.0
Marítimo,Vitória Setúbal,3-2,https://www.besoccer.com/match/maritimo/vitoria-setubal/19958561,1995,1,primeira_liga,18,34,0,3,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,72.0,72.0
Gil Vicente,Tirsense,0-1,https://www.besoccer.com/match/gil-vicente/tirsense/19958562,1995,1,primeira_liga,18,34,2,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,69.0,69.0
Chaves,SC Salgueiros,0-1,https://www.besoccer.com/match/chaves/salgueiros/19958563,1995,1,primeira_liga,18,34,2,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,67.0,67.0
Benfica,Beira Mar SC,2-0,https://www.besoccer.com/match/benfica/beira-mar/19958564,1995,1,primeira_liga,18,34,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,89.0,67.0
Belenenses,Estrela Amadora,0-0,https://www.besoccer.com/match/belenenses/estrela-amadora/19958565,1995,1,primeira_liga,18,34,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,71.0,71.0
Sporting CP,Belenenses,2-1,https://www.besoccer.com/match/sporting-lisbon/belenenses/19958566,1995,2,primeira_liga,18,34,0,2,1,3,3,1,0,0,2,0,3.0,0,0,0,0,0,9,1,0,1,0,0,0,1.0,0,0,0,0,0,0.0,0.0,83.0,71.0
