Season,Round,home_EOL,away_EOL,home_result
2015,41,56,65,-1
2015,41,62,60,-1
2015,41,63,56,1
2015,41,53,55,-1
2015,42,55,57,0
2015,42,56,56,-1
2015,42,58,50,0
2015,42,53,61,1
2015,42,65,47,-1
2015,42,61,56,1
2015,42,56,53,1
2015,42,48,63,0
2015,42,68,63,-1
2015,42,55,62,0
2015,42,57,53,0
2018,1,46,52,1
2018,1,57,60,1
2018,1,61,50,0
2018,1,58,63,0
2018,1,56,57,1
2018,1,59,54,-1
2018,1,63,55,-1
2018,1,56,65,-1
2018,1,57,61,-1
2018,1,61,55,0
2018,1,53,51,0
2018,2,55,59,-1
2018,2,52,61,1
2018,2,57,46,1
2018,2,50,63,-1
2018,2,65,56,0
2018,2,61,56,0
2018,2,63,53,1
2018,2,60,61,0
2018,2,51,57,0
2018,2,54,58,0
2018,2,55,57,-1
2018,3,61,55,0
2018,3,53,54,-1
2018,3,56,61,1
2018,3,61,57,0
2018,3,46,65,0
2018,3,57,63,-1
2018,3,56,51,1
2018,3,50,52,-1
2018,3,63,57,1
2018,3,59,60,-1
2018,3,58,55,1
2018,4,54,57,1
2018,4,57,50,0
2018,4,63,56,0
2018,4,55,59,1
2018,4,61,47,1
2018,4,57,61,0
2018,4,60,58,-1
2018,4,51,63,0
2018,4,55,53,-1
2018,4,65,61,-1
2018,4,51,56,1
2018,5,53,60,1
2018,5,63,61,1
2018,5,50,65,0
2018,5,47,51,0
2018,5,61,61,1
2018,5,56,63,1
2018,5,51,57,1
2018,5,58,55,0
2018,5,56,54,1
2018,5,57,55,1
2018,5,59,57,1
2018,6,61,50,1
2018,6,51,61,0
2018,6,63,47,1
2018,6,61,59,1
2018,6,57,58,1
2018,6,57,63,1
2018,6,65,51,1
2018,6,55,56,1
2018,6,54,57,0
2018,6,60,57,0
2018,6,55,53,-1
2018,7,51,61,0
2018,7,63,59,1
2018,7,57,55,1
2018,7,47,54,1
2018,7,58,61,-1
2018,7,57,65,1
2018,7,61,63,1
2018,7,53,57,1
2018,7,50,51,-1
2018,7,56,60,0
2018,7,57,55,0
2018,8,63,50,1
2018,8,60,57,-1
2018,8,50,52,0
2018,8,58,57,1
2018,8,55,61,-1
2018,8,54,46,1
2018,8,64,64,1
2018,8,55,56,0
2018,8,59,58,1
2018,8,61,53,1
2018,8,60,57,1
2018,9,57,50,0
2018,9,52,63,-1
2018,9,57,56,1
2018,9,57,61,1
2018,9,56,58,0
2018,9,50,55,0
2018,9,46,60,-1
2018,9,53,59,1
2018,9,64,58,1
2018,9,61,54,1
2018,9,64,61,1
2018,10,63,57,0
2018,10,55,52,0
2018,10,56,46,1
2018,10,61,56,1
2018,10,58,57,0
2018,10,50,64,-1
2018,10,54,50,1
2018,10,61,64,0
2018,10,59,57,-1
2018,10,60,61,0
2018,10,58,53,-1
2018,11,67,50,0
2018,11,56,54,1
2018,11,57,67,-1
2018,11,46,58,0
2018,11,49,60,0
2018,11,55,58,1
2018,11,63,52,0
2018,11,63,69,0
2018,11,56,57,-1
2018,11,60,50,-1
2018,11,52,49,0
2018,12,60,52,0
2018,12,53,56,1
2018,12,54,63,0
2018,12,49,57,0
2018,12,69,60,1
2018,12,50,49,0
2018,12,58,57,0
2018,12,57,55,1
2018,12,50,63,0
2018,12,59,67,0
2018,12,67,46,1
2018,13,57,57,1
2018,13,63,49,0
2018,13,49,59,0
2018,13,47,58,1
2018,13,50,69,1
2018,13,55,53,1
2018,13,52,50,0
2018,13,67,67,0
2018,13,63,56,-1
2018,13,60,54,-1
2018,13,57,60,1
2018,14,58,68,-1
2018,14,57,46,0
2018,14,49,60,1
2018,14,61,63,1
2018,14,59,52,1
2018,14,50,57,-1
2018,14,67,49,-1
2018,14,56,55,-1
2018,14,53,57,-1
2018,14,69,63,0
2018,14,54,50,1
2018,15,60,61,1
2018,15,57,59,1
2018,15,46,53,-1
2018,15,63,55,1
2018,15,50,49,0
2018,15,57,57,-1
2018,15,63,50,1
2018,15,49,57,0
2018,15,67,56,-1
2018,15,52,67,0
2018,15,69,54,-1
2018,16,59,64,0
2018,16,54,63,1
2018,16,56,46,-1
2018,16,55,57,1
2018,16,57,49,0
2018,16,61,50,0
2018,16,50,59,0
2018,16,67,57,1
2018,16,57,52,0
2018,16,53,67,1
2018,16,49,69,0
2018,17,57,57,1
2018,17,50,50,1
2018,17,63,67,1
2018,17,46,55,-1
2018,17,52,57,0
2018,17,63,57,-1
2018,17,54,49,1
2018,17,49,53,0
2018,17,59,59,1
2018,17,69,60,-1
2018,17,67,56,-1
2018,18,67,59,1
2018,18,50,69,1
2018,18,49,63,1
2018,18,57,57,0
2018,18,57,46,1
2018,18,60,54,-1
2018,18,57,63,0
2018,18,53,52,1
2018,18,56,49,1
2018,18,55,67,1
2018,18,59,50,1
2018,19,54,50,1
2018,19,67,58,0
2018,19,50,67,0
2018,19,63,46,1
2018,19,59,57,1
2018,19,50,60,0
2018,19,49,56,-1
2018,19,57,53,1
2018,19,69,59,1
2018,19,52,56,1
2018,19,63,57,1
2018,20,50,50,-1
2018,20,63,60,1
2018,20,46,67,-1
2018,20,67,69,1
2018,20,57,50,1
2018,20,57,49,1
2018,20,59,55,0
2018,20,53,63,-1
2018,20,57,59,1
2018,20,56,58,-1
2018,20,56,52,1
2018,21,69,57,1
2018,21,55,67,1
2018,21,63,56,-1
2018,21,50,57,0
2018,21,60,50,0
2018,21,49,46,1
2018,21,67,63,1
2018,21,49,59,-1
2018,21,58,56,0
2018,21,52,58,0
2018,21,59,53,1
2018,22,63,56,0
2018,22,50,63,-1
2018,22,59,57,0
2018,22,68,57,1
2018,22,50,53,-1
2018,22,60,59,1
2018,22,58,58,1
2018,22,55,57,1
2018,22,52,46,1
2018,22,50,67,1
2018,22,49,67,-1
2018,23,67,60,1
2018,23,63,49,1
2018,23,56,59,1
2018,23,57,50,1
2018,23,46,58,-1
2018,23,53,68,1
2018,23,57,55,1
2018,23,67,52,1
2018,23,58,64,0
2018,23,56,50,-1
2018,23,59,50,-1
2018,24,60,57,1
2018,24,50,67,1
2018,24,64,46,1
2018,24,50,56,0
2018,24,50,57,1
2018,24,55,53,0
2018,24,52,49,1
2018,24,68,56,1
2018,24,58,67,1
2018,24,59,58,0
2018,24,59,63,0
2018,25,67,64,0
2018,25,56,55,0
2018,25,63,52,1
2018,25,57,60,0
2018,25,46,59,-1
2018,25,67,59,1
2018,25,53,50,0
2018,25,49,58,-1
2018,25,58,50,1
2018,25,56,68,1
2018,25,57,50,-1
2018,26,67,63,1
2018,26,68,58,1
2018,26,55,56,1
2018,26,50,57,-1
2018,26,59,67,-1
2018,26,50,56,-1
2018,26,58,52,1
2018,26,63,49,1
2018,26,50,46,1
2018,26,59,57,1
2018,26,60,53,1
2018,27,63,58,1
2018,27,67,50,0
2018,27,56,50,0
2018,27,57,59,0
2018,27,45,69,0
2018,27,57,60,-1
2018,27,49,59,-1
2018,27,56,67,-1
2018,27,52,63,-1
2018,27,58,56,1
2018,27,53,50,-1
2018,28,68,67,1
2018,28,50,56,0
2018,28,63,58,1
2018,28,59,52,1
2018,28,55,45,0
2018,28,56,63,1
2018,28,60,57,1
2018,28,50,49,1
2018,28,50,58,1
2018,28,67,57,1
2018,28,58,53,1
2018,29,57,51,0
2018,29,58,60,-1
2018,29,52,51,1
2018,29,67,55,1
2018,29,53,66,1
2018,29,45,50,-1
2018,29,56,58,-1
2018,29,48,68,-1
2018,29,57,56,-1
2018,29,63,64,0
2018,29,59,59,0
2018,30,58,57,1
2018,30,66,56,-1
2018,30,59,64,-1
2018,30,57,63,0
2018,30,55,48,1
2018,30,60,45,1
2018,30,51,58,0
2018,30,68,52,1
2018,30,50,67,0
2018,30,56,53,1
2018,30,51,59,0
2018,31,48,50,-1
2018,31,67,60,-1
2018,31,45,51,0
2018,31,53,57,1
2018,31,52,56,-1
2018,31,63,59,1
2018,31,64,51,1
2018,31,57,67,1
2018,31,56,56,-1
2018,31,58,58,1
2018,31,59,68,-1
2018,32,50,51,0
2018,32,53,63,0
2018,32,56,57,0
2018,32,51,59,1
2018,32,68,64,1
2018,32,57,56,1
2018,32,60,48,-1
2018,32,51,67,-1
2018,32,58,45,1
2018,32,67,58,1
2018,32,56,59,0
2018,33,58,56,1
2018,33,51,61,-1
2018,33,63,52,1
2018,33,56,57,-1
2018,33,48,51,1
2018,33,44,67,1
2018,33,67,59,-1
2018,33,59,68,-1
2018,33,64,55,0
2018,33,56,53,1
2018,33,58,50,0
2018,34,55,59,0
2018,34,51,52,-1
2018,34,67,67,0
2018,34,61,58,1
2018,34,57,58,-1
2018,34,50,64,-1
2018,34,56,63,1
2018,34,53,56,-1
2018,34,68,51,1
2018,34,56,44,1
2018,34,59,48,1
2018,35,51,56,1
2018,35,43,57,0
2018,35,58,53,1
2018,35,51,59,1
2018,35,67,56,0
2018,35,63,69,-1
2018,35,59,50,0
2018,35,64,61,1
2018,35,47,66,0
2018,35,56,56,1
2018,35,58,51,1
2018,36,56,63,-1
2018,36,57,47,1
2018,36,61,59,1
2018,36,56,58,0
2018,36,51,51,-1
2018,36,59,58,-1
2018,36,56,67,0
2018,36,51,64,-1
2018,36,56,69,0
2018,36,53,43,0
2018,36,66,51,0
2018,37,52,61,0
2018,37,63,56,0
2018,37,59,51,1
2018,37,48,57,1
2018,37,67,53,0
2018,37,58,66,1
2018,37,58,56,1
2018,37,69,51,1
2018,37,64,59,1
2018,37,51,57,1
2018,37,43,56,1
2018,38,57,51,0
2018,38,56,58,-1
2018,38,58,63,-1
2018,38,61,69,1
2018,38,50,51,-1
2018,38,59,59,0
2018,38,56,67,-1
2018,38,56,44,1
2018,38,51,56,0
2018,38,53,48,1
2018,38,66,64,-1
2018,39,44,58,1
2018,39,63,50,1
2018,39,69,50,-1
2018,39,51,59,0
2018,39,67,56,1
2018,39,51,53,0
2018,39,58,57,0
2018,39,64,56,-1
2018,39,48,56,1
2018,39,59,66,1
2018,39,56,61,1
2018,40,59,69,1
2018,40,56,52,1
2018,40,57,48,1
2018,40,66,52,1
2018,40,44,63,-1
2018,40,50,56,1
2018,40,58,67,0
2018,40,61,51,1
2018,40,57,64,1
2018,40,57,59,1
2018,40,53,58,-1
2018,41,61,63,1
2018,41,50,50,0
2018,41,56,59,0
2018,41,69,66,1
2018,41,52,57,-1
2018,41,59,57,0
2018,41,64,53,1
2018,41,58,56,-1
2018,41,52,56,1
2018,41,48,58,1
2018,41,67,44,1
2018,42,44,48,1
2018,42,50,61,-1
2018,42,59,50,0
2018,42,66,56,1
2018,42,57,69,1
2018,42,56,52,1
2018,42,53,59,0
2018,42,56,64,1
2018,42,56,59,1
2018,42,59,52,1
2018,42,63,67,1
2020,1,59,69,-1
2020,1,53,42,0
2020,1,58,53,1
2020,1,58,48,-1
2020,1,58,52,0
2020,1,60,56,1
2020,1,62,54,1
2020,1,56,56,-1
2020,1,60,64,0
2020,1,58,54,1
2020,1,64,54,-1
2020,2,53,60,1
2020,2,54,53,0
2020,2,60,57,0
2020,2,51,58,-1
2020,2,56,58,-1
2020,2,68,65,0
2020,2,54,61,0
2020,2,64,58,0
2020,2,54,62,1
2020,2,56,57,1
2020,2,42,47,-1
2020,3,62,59,1
2020,3,57,51,1
2020,3,48,54,1
2020,3,56,54,1
2020,3,65,60,0
2020,3,53,56,-1
2020,3,58,62,1
2020,3,64,54,1
2020,3,60,67,1
2020,3,55,55,1
2020,3,58,42,1
2020,4,61,58,-1
2020,4,62,55,-1
2020,4,67,56,-1
2020,4,43,56,0
2020,4,48,54,0
2020,4,55,64,0
2020,4,54,64,1
2020,4,60,58,1
2020,4,59,54,0
2020,4,49,53,1
2020,4,54,62,-1
2020,5,58,60,1
2020,5,49,66,0
2020,5,56,55,1
2020,5,64,55,-1
2020,5,59,59,1
2020,5,54,54,0
2020,5,56,55,-1
2020,5,53,60,-1
2020,5,62,44,1
2020,5,54,48,1
2020,5,64,63,0
2020,6,66,58,0
2020,6,56,59,1
2020,6,60,49,1
2020,6,54,59,1
2020,6,55,56,-1
2020,6,54,54,0
2020,6,63,56,0
2020,6,60,55,0
2020,6,53,44,0
2020,6,64,64,1
2020,6,49,62,1
2020,7,49,54,0
2020,7,59,63,0
2020,7,62,54,0
2020,7,58,56,0
2020,7,56,66,1
2020,7,54,53,1
2020,7,59,64,1
2020,7,56,60,0
2020,7,64,60,0
2020,7,44,55,-1
2020,7,55,49,-1
2020,8,64,56,1
2020,8,49,58,0
2020,8,54,44,-1
2020,8,55,59,1
2020,8,60,54,1
2020,8,60,56,0
2020,8,66,64,0
2020,8,56,59,-1
2020,8,53,62,0
2020,8,62,49,0
2020,8,54,55,-1
2020,9,56,60,0
2020,9,44,60,1
2020,9,56,50,1
2020,9,58,54,0
2020,9,59,55,1
2020,9,49,53,0
2020,9,54,64,-1
2020,9,55,52,-1
2020,9,64,56,1
2020,9,62,66,0
2020,9,59,62,1
2020,10,54,56,-1
2020,10,53,64,-1
2020,10,60,58,0
2020,10,54,49,1
2020,10,55,44,-1
2020,10,50,64,1
2020,10,52,56,0
2020,10,62,59,-1
2020,10,62,56,0
2020,10,55,66,1
2020,10,60,59,-1
2020,11,58,55,1
2020,11,59,59,-1
2020,11,56,54,0
2020,11,64,54,-1
2020,11,44,54,0
2020,11,66,59,-1
2020,11,49,50,1
2020,11,56,62,-1
2020,11,56,52,-1
2020,11,55,60,0
2020,11,64,62,1
2020,12,61,65,1
2020,12,56,57,0
2020,12,51,58,0
2020,12,59,66,-1
2020,12,54,62,1
2020,12,44,59,-1
2020,12,50,56,-1
2020,12,63,66,-1
2020,12,53,66,1
2020,12,55,60,0
2020,12,62,49,-1
2020,13,56,61,1
2020,13,59,51,-1
2020,13,49,55,0
2020,13,60,63,0
2020,13,66,53,1
2020,13,58,54,1
2020,13,67,56,0
2020,13,65,62,1
2020,13,62,59,1
2020,13,65,50,-1
2020,13,57,43,1
2020,14,58,56,1
2020,14,61,66,1
2020,14,51,66,1
2020,14,53,56,0
2020,14,50,63,0
2020,14,56,60,1
2020,14,55,62,0
2020,14,44,67,-1
2020,14,53,59,1
2020,14,62,65,1
2020,14,59,49,1
2020,15,67,55,1
2020,15,62,53,1
2020,15,49,44,1
2020,15,56,53,-1
2020,15,65,58,-1
2020,15,65,55,0
2020,15,63,59,-1
2020,15,57,62,0
2020,15,66,50,0
2020,15,60,51,0
2020,15,59,61,0
2020,16,50,62,1
2020,16,44,63,1
2020,16,59,56,0
2020,16,58,59,0
2020,16,62,56,-1
2020,16,51,66,0
2020,16,56,65,1
2020,16,54,65,0
2020,16,53,60,0
2020,16,49,65,1
2020,16,55,61,0
2020,17,65,55,-1
2020,17,59,62,-1
2020,17,60,44,1
2020,17,63,56,0
2020,17,62,51,1
2020,17,56,58,1
2020,17,56,49,-1
2020,17,66,59,0
2020,17,66,50,1
2020,17,65,54,1
2020,17,61,54,1
2020,18,58,66,0
2020,18,56,62,-1
2020,18,49,65,0
2020,18,51,56,0
2020,18,55,57,-1
2020,18,61,66,0
2020,18,50,61,1
2020,18,54,59,1
2020,18,59,60,1
2020,18,53,63,0
2020,18,44,65,-1
2020,19,56,44,0
2020,19,60,50,0
2020,19,56,54,-1
2020,19,65,55,1
2020,19,62,58,-1
2020,19,65,52,1
2020,19,57,49,1
2020,19,66,54,1
2020,19,63,62,-1
2020,19,65,58,1
2020,19,61,59,0
2020,20,58,66,1
2020,20,50,63,1
2020,20,52,62,1
2020,20,55,56,0
2020,20,62,60,1
2020,20,44,65,0
2020,20,54,61,-1
2020,20,59,65,-1
2020,20,54,65,-1
2020,20,51,57,0
2020,20,58,56,1
2020,21,62,55,1
2020,21,56,59,-1
2020,21,65,54,0
2020,21,65,58,0
2020,21,65,44,-1
2020,21,60,54,0
2020,21,61,58,-1
2020,21,57,52,-1
2020,21,62,61,1
2020,21,56,51,0
2020,21,66,50,-1
2020,22,44,56,0
2020,22,51,65,0
2020,22,52,61,0
2020,22,54,57,-1
2020,22,55,56,1
2020,22,60,63,0
2020,22,50,60,0
2020,22,58,62,-1
2020,22,58,66,1
2020,22,54,65,0
2020,22,62,65,1
2020,23,65,60,1
2020,23,56,51,0
2020,23,65,52,1
2020,23,65,62,-1
2020,23,56,58,0
2020,23,62,55,1
2020,23,58,53,1
2020,23,62,50,0
2020,23,62,59,1
2020,23,66,44,1
2020,23,57,54,1
2020,24,51,65,0
2020,24,58,64,1
2020,24,53,56,1
2020,24,52,59,0
2020,24,60,55,0
2020,24,62,62,1
2020,24,53,62,0
2020,24,59,65,0
2020,24,44,57,-1
2020,24,55,66,1
2020,24,50,62,0
2020,25,61,59,1
2020,25,62,53,1
2020,25,64,51,1
2020,25,65,55,0
2020,25,62,58,1
2020,25,65,51,0
2020,25,56,62,-1
2020,25,57,60,-1
2020,25,55,52,1
2020,25,59,44,0
2020,25,66,53,0
2020,26,55,64,1
2020,26,44,53,1
2020,26,62,65,1
2020,26,52,62,1
2020,26,60,65,1
2020,26,51,66,-1
2020,26,61,62,0
2020,26,51,59,0
2020,26,58,57,0
2020,26,53,56,1
2020,26,59,55,0
2020,27,57,59,-1
2020,27,44,55,-1
2020,27,66,62,1
2020,27,65,61,-1
2020,27,62,51,0
2020,27,56,52,0
2020,27,55,62,-1
2020,27,64,51,0
2020,27,53,60,0
2020,27,59,53,0
2020,27,65,58,1
2020,28,62,66,0
2020,28,62,57,1
2020,28,58,65,0
2020,28,53,55,-1
2020,28,60,63,-1
2020,28,51,53,-1
2020,28,51,56,0
2020,28,61,65,-1
2020,28,52,44,0
2020,28,59,64,-1
2020,28,55,59,0
2020,29,64,61,1
2020,29,55,65,0
2020,29,57,51,0
2020,29,66,52,1
2020,29,55,60,1
2020,29,56,58,1
2020,29,53,53,1
2020,29,63,62,1
2020,29,44,52,1
2020,29,65,59,1
2020,29,59,62,1
2020,30,65,65,0
2020,30,62,44,0
2020,30,52,64,1
2020,30,61,57,1
2020,30,56,59,0
2020,30,59,63,0
2020,30,53,66,0
2020,30,62,53,0
2020,30,60,58,1
2020,30,53,56,1
2020,30,51,56,-1
2020,31,53,61,0
2020,31,44,54,-1
2020,31,66,55,0
2020,31,62,51,1
2020,31,58,59,-1
2020,31,57,62,1
2020,31,59,60,-1
2020,31,64,63,-1
2020,31,56,54,-1
2020,31,64,64,1
2020,31,56,52,1
2020,32,60,44,0
2020,32,51,56,1
2020,32,64,62,-1
2020,32,54,52,0
2020,32,59,53,-1
2020,32,64,66,0
2020,32,63,55,-1
2020,32,62,64,0
2020,32,54,58,1
2020,32,55,57,-1
2020,32,61,59,0
2020,33,52,60,1
2020,33,56,64,0
2020,33,53,63,-1
2020,33,66,59,0
2020,33,57,64,-1
2020,33,44,55,-1
2020,33,53,62,0
2020,33,59,51,1
2020,33,62,54,-1
2020,33,58,61,-1
2020,33,56,64,-1
2020,34,60,66,1
2020,34,62,59,0
2020,34,64,53,1
2020,34,63,57,-1
2020,34,64,44,0
2020,34,54,52,-1
2020,34,59,56,-1
2020,34,55,62,0
2020,34,61,56,0
2020,34,51,58,1
2020,34,64,53,-1
2020,35,53,64,0
2020,35,60,62,-1
2020,35,44,63,-1
2020,35,66,58,1
2020,35,62,61,0
2020,35,56,54,1
2020,35,55,64,0
2020,35,52,59,0
2020,35,57,56,-1
2020,35,59,64,0
2020,35,53,51,0
2020,36,62,52,1
2020,36,61,56,-1
2020,36,64,60,0
2020,36,59,56,-1
2020,36,54,57,0
2020,36,64,53,1
2020,36,64,66,1
2020,36,58,54,1
2020,36,51,44,0
2020,36,56,59,1
2020,36,63,62,-1
2020,37,56,62,0
2020,37,60,61,0
2020,37,57,64,1
2020,37,53,58,1
2020,37,54,54,1
2020,37,44,59,1
2020,37,52,51,-1
2020,37,62,64,1
2020,37,56,56,0
2020,37,59,64,0
2020,37,66,63,1
2020,38,59,60,-1
2020,38,58,44,1
2020,38,57,56,-1
2020,38,61,54,1
2020,38,51,54,0
2020,38,62,62,1
2020,38,64,52,1
2020,38,64,56,0
2020,38,56,53,0
2020,38,64,66,0
2020,38,63,59,-1
2020,39,54,60,1
2020,39,51,59,1
2020,39,44,61,-1
2020,39,64,62,1
2020,39,54,64,1
2020,39,62,56,1
2020,39,52,53,-1
2020,39,56,64,0
2020,39,59,58,1
2020,39,66,57,1
2020,39,56,63,0
2020,40,59,62,1
2020,40,64,54,1
2020,40,61,51,-1
2020,40,62,44,-1
2020,40,53,66,0
2020,40,58,52,1
2020,40,63,54,-1
2020,40,57,59,1
2020,40,64,64,1
2020,40,56,56,0
2020,40,60,56,1
2020,41,56,63,1
2020,41,44,64,1
2020,41,51,60,1
2020,41,66,61,1
2020,41,62,58,1
2020,41,54,62,1
2020,41,64,56,1
2020,41,52,57,1
2020,41,54,59,1
2020,41,59,64,0
2020,41,56,53,-1
2020,42,64,44,1
2020,42,56,66,1
2020,42,57,64,0
2020,42,61,56,-1
2020,42,60,54,1
2020,42,53,54,1
2020,42,58,56,1
2020,42,59,59,-1
2020,42,64,62,-1
2020,42,63,52,1
2020,42,62,51,1
2017,1,56,65,0
2017,1,62,50,0
2017,1,59,48,-1
2017,1,61,65,1
2017,1,57,55,0
2017,1,57,54,1
2017,1,56,52,0
2017,1,56,64,-1
2017,1,47,59,0
2017,1,62,54,1
2017,1,61,45,1
2017,2,65,56,0
2017,2,54,48,0
2017,2,48,56,0
2017,2,54,62,1
2017,2,59,62,1
2017,2,52,61,0
2017,2,45,57,0
2017,2,55,56,0
2017,2,64,57,1
2017,2,65,62,0
2017,2,50,59,0
2017,3,48,45,0
2017,3,57,52,0
2017,3,56,50,1
2017,3,65,48,0
2017,3,61,65,1
2017,3,62,59,1
2017,3,61,54,1
2017,3,56,57,0
2017,3,56,65,0
2017,3,59,55,0
2017,3,61,55,1
2017,4,51,48,1
2017,4,48,56,0
2017,4,54,63,1
2017,4,65,61,1
2017,4,66,59,1
2017,4,54,56,0
2017,4,50,65,1
2017,4,46,62,0
2017,4,55,57,1
2017,4,57,57,1
2017,4,59,61,0
2017,5,56,56,1
2017,5,48,51,1
2017,5,63,46,-1
2017,5,61,52,-1
2017,5,57,65,1
2017,5,60,57,1
2017,5,61,54,-1
2017,5,56,66,1
2017,5,65,54,1
2017,5,47,56,1
2017,5,59,59,1
2017,6,52,63,1
2017,6,57,57,-1
2017,6,51,56,1
2017,6,56,61,0
2017,6,55,61,-1
2017,6,65,48,1
2017,6,46,61,1
2017,6,54,49,-1
2017,6,65,65,1
2017,6,59,56,0
2017,6,54,59,0
2017,7,48,57,0
2017,7,62,55,-1
2017,7,61,52,0
2017,7,57,56,1
2017,7,61,65,-1
2017,7,51,54,-1
2017,7,56,54,1
2017,7,65,59,-1
2017,7,59,46,0
2017,7,56,61,1
2017,7,49,66,0
2017,8,55,61,1
2017,8,52,59,1
2017,8,57,61,1
2017,8,56,48,0
2017,8,60,58,0
2017,8,46,56,0
2017,8,59,49,1
2017,8,65,62,1
2017,8,54,56,0
2017,8,54,64,0
2017,8,66,51,1
2017,9,49,54,0
2017,9,64,47,1
2017,9,62,57,1
2017,9,61,56,0
2017,9,56,58,0
2017,9,48,60,1
2017,9,54,66,1
2017,9,56,52,0
2017,9,50,59,0
2017,9,58,56,1
2017,9,61,65,0
2017,10,52,64,-1
2017,10,59,55,0
2017,10,55,56,1
2017,10,57,61,0
2017,10,65,58,1
2017,10,60,61,-1
2017,10,58,48,-1
2017,10,65,56,0
2017,10,47,49,-1
2017,10,56,62,-1
2017,10,54,50,0
2017,11,61,58,0
2017,11,49,52,1
2017,11,64,56,0
2017,11,56,48,-1
2017,11,65,59,1
2017,11,58,57,1
2017,11,63,60,0
2017,11,61,56,1
2017,11,50,47,0
2017,11,56,65,-1
2017,11,55,54,1
2017,12,56,49,1
2017,12,54,65,1
2017,12,60,61,1
2017,12,58,63,0
2017,12,59,56,1
2017,12,48,61,1
2017,12,52,50,-1
2017,12,47,55,-1
2017,12,57,56,1
2017,12,56,58,0
2017,12,65,64,0
2017,13,50,56,1
2017,13,59,54,0
2017,13,63,49,1
2017,13,65,47,-1
2017,13,58,60,0
2017,13,55,56,-1
2017,13,56,61,0
2017,13,61,58,1
2017,13,55,52,0
2017,13,64,57,1
2017,13,49,65,-1
2017,14,58,58,-1
2017,14,61,63,1
2017,14,56,64,1
2017,14,56,55,1
2017,14,54,56,0
2017,14,57,49,1
2017,14,65,51,0
2017,14,52,65,1
2017,14,49,61,1
2017,14,47,59,-1
2017,14,60,55,1
2017,15,61,61,1
2017,15,56,62,1
2017,15,59,49,0
2017,15,55,65,1
2017,15,59,52,1
2017,15,49,57,1
2017,15,64,60,1
2017,15,54,47,1
2017,15,65,56,0
2017,15,51,57,1
2017,15,55,57,0
2017,16,56,51,1
2017,16,52,54,-1
2017,16,47,56,1
2017,16,57,55,1
2017,16,62,61,0
2017,16,60,49,0
2017,16,61,58,1
2017,16,56,59,-1
2017,16,57,64,-1
2017,16,49,55,1
2017,16,65,65,1
2017,17,65,49,1
2017,17,47,52,-1
2017,17,55,61,1
2017,17,56,61,1
2017,17,51,60,1
2017,17,59,65,1
2017,17,65,57,1
2017,17,55,56,1
2017,17,54,56,0
2017,17,58,62,-1
2017,17,49,58,-1
2017,18,49,49,-1
2017,18,56,65,-1
2017,18,56,47,1
2017,18,61,65,0
2017,18,65,54,1
2017,18,61,58,1
2017,18,58,51,-1
2017,18,52,56,1
2017,18,57,60,1
2017,18,62,55,1
2017,18,60,55,1
2017,19,49,61,-1
2017,19,65,63,1
2017,19,52,56,0
2017,19,54,57,1
2017,19,55,58,-1
2017,19,60,56,1
2017,19,65,60,-1
2017,19,55,61,1
2017,19,56,58,1
2017,19,52,49,1
2017,19,47,65,-1
2017,20,63,49,1
2017,20,61,65,-1
2017,20,56,56,0
2017,20,58,55,1
2017,20,65,52,1
2017,20,59,65,0
2017,20,57,47,0
2017,20,56,55,0
2017,20,60,60,-1
2017,20,61,52,-1
2017,20,48,55,1
2017,21,52,63,-1
2017,21,65,49,0
2017,21,47,56,0
2017,21,54,61,1
2017,21,55,56,-1
2017,21,55,60,1
2017,21,65,58,0
2017,21,49,60,1
2017,21,56,65,-1
2017,21,52,58,1
2017,21,60,58,1
2017,22,55,63,1
2017,22,65,60,0
2017,22,55,58,1
2017,22,52,56,-1
2017,22,56,57,-1
2017,22,47,60,1
2017,22,65,56,1
2017,22,49,58,0
2017,22,65,55,0
2017,22,60,49,1
2017,22,52,60,1
2017,23,61,60,1
2017,23,49,55,0
2017,23,55,49,0
2017,23,56,56,0
2017,23,58,65,1
2017,23,63,65,1
2017,23,56,65,1
2017,23,58,47,0
2017,23,58,52,0
2017,23,60,55,1
2017,23,60,52,0
2017,24,47,49,1
2017,24,58,57,-1
2017,24,52,55,1
2017,24,55,61,1
2017,24,52,58,1
2017,24,56,60,-1
2017,24,55,58,1
2017,24,65,60,1
2017,24,49,65,0
2017,24,65,56,1
2017,24,60,63,1
2017,25,49,52,0
2017,25,60,60,0
2017,25,60,65,-1
2017,25,56,58,0
2017,25,65,52,1
2017,25,58,56,-1
2017,25,63,55,0
2017,25,57,49,1
2017,25,55,55,-1
2017,25,60,47,0
2017,25,58,65,1
2017,26,52,60,-1
2017,26,47,63,-1
2017,26,55,60,1
2017,26,65,58,1
2017,26,56,57,1
2017,26,60,58,1
2017,26,56,49,1
2017,26,52,49,0
2017,26,55,65,1
2017,26,65,55,-1
2017,26,58,60,0
2017,27,49,55,0
2017,27,58,58,1
2017,27,55,60,-1
2017,27,58,55,-1
2017,27,60,56,0
2017,27,65,65,1
2017,27,57,52,-1
2017,27,60,47,-1
2017,27,63,52,0
2017,27,49,65,0
2017,27,60,56,-1
2017,28,55,55,0
2017,28,58,49,0
2017,28,65,49,0
2017,28,60,65,1
2017,28,55,52,1
2017,28,47,58,0
2017,28,56,63,1
2017,28,52,60,-1
