Home_Team,Away_Team,Result,Link,Season,Round,League,Number_Teams,Total_Rounds,Label,Goals_For_Home,Goals_For_Away,Position_Home,Points_Home,Total_Wins_Home,Total_Draw_Home,Total_Lose_Home,Total_Goals_For_Home_Team,Total_Goals_Against_Home_Team,Total_Streak_Home,Wins_When_Home,Draw_When_Home,Lose_When_Home,Goals_For_When_Home,Goals_Against_When_Home,Position_Away,Points_Away,Total_Wins_Away,Total_Draw_Away,Total_Lose_Away,Total_Goals_For_Away_Team,Total_Goals_Against_Away_Team,Total_Streak_Away,Wins_When_Away,Draw_When_Away,Lose_When_Away,Goals_For_When_Away,Goals_Against_When_Away,Streak_When_Home,Streak_When_Away,Elo_Home,Elo_Away
Bayern München,Hertha BSC,2-2,https://www.besoccer.com/match/bayern-munchen/hertha-bsc/202028743,2020,1,bundesliga,18,34,1,2,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,94.0,74.0
B. Dortmund,FC Augsburg,5-1,https://www.besoccer.com/match/borussia-dortmund/fc-augsburg/202028744,2020,1,bundesliga,18,34,0,5,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,91.0,74.0
B. Leverkusen,Paderborn,3-2,https://www.besoccer.com/match/bayer-leverkusen/paderborn/202028745,2020,1,bundesliga,18,34,0,3,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,82.0,62.0
Wolfsburg,Köln,2-1,https://www.besoccer.com/match/wolfsburg/1-fc-koln/202028747,2020,1,bundesliga,18,34,0,2,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,83.0,81.0
Werder Bremen,Fortuna Düsseldorf,1-3,https://www.besoccer.com/match/werder-bremen/fortuna-dusseldorf/202028748,2020,1,bundesliga,18,34,2,1,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,76.0,66.0
SC Freiburg,Mainz 05,3-0,https://www.besoccer.com/match/sc-freiburg/mainz-amat/202028749,2020,1,bundesliga,18,34,0,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,72.0,75.0
B. Mönchengladbach,Schalke 04,0-0,https://www.besoccer.com/match/borussia-monchengla/schalke-04/202028746,2020,1,bundesliga,18,34,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,80.0,80.0
Eintracht Frankfurt,Hoffenheim,1-0,https://www.besoccer.com/match/eintracht-frankfurt/tsg-1899-hoffenheim/202028752,2020,1,bundesliga,18,34,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,82.0,78.0
Union Berlin,RB Leipzig,0-4,https://www.besoccer.com/match/1-fc-union-berlin/rb-leipzig/202028750,2020,1,bundesliga,18,34,2,0,4,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,67.0,77.0
Köln,B. Dortmund,1-3,https://www.besoccer.com/match/1-fc-koln/borussia-dortmund/202028759,2020,2,bundesliga,18,34,2,1,3,13,0,0,0,1,1,2,0.0,0,0,0,0,0,2,3,1,0,0,5,1,3.0,0,0,0,0,0,0.0,0.0,81.0,92.0
Hoffenheim,Werder Bremen,3-2,https://www.besoccer.com/match/tsg-1899-hoffenheim/werder-bremen/202028753,2020,2,bundesliga,18,34,0,3,2,18,0,0,0,1,0,1,0.0,0,0,0,0,0,15,0,0,0,1,1,3,0.0,0,0,0,0,0,0.0,0.0,78.0,77.0
Fortuna Düsseldorf,B. Leverkusen,1-3,https://www.besoccer.com/match/fortuna-dusseldorf/bayer-leverkusen/202028754,2020,2,bundesliga,18,34,2,1,3,7,3,1,0,0,3,1,3.0,0,0,0,0,0,4,3,1,0,0,3,2,3.0,0,0,0,0,0,0.0,0.0,66.0,81.0
Mainz 05,B. Mönchengladbach,1-3,https://www.besoccer.com/match/mainz-amat/borussia-monchengla/202028756,2020,2,bundesliga,18,34,2,1,3,12,0,0,0,1,0,3,0.0,0,0,0,0,0,11,1,0,1,0,0,0,1.0,0,0,0,0,0,0.0,0.0,74.0,79.0
FC Augsburg,Union Berlin,1-1,https://www.besoccer.com/match/fc-augsburg/1-fc-union-berlin/202028758,2020,2,bundesliga,18,34,1,1,1,14,0,0,0,1,1,5,0.0,0,0,0,0,0,17,0,0,0,1,0,4,0.0,0,0,0,0,0,0.0,0.0,75.0,67.0
Paderborn,SC Freiburg,1-3,https://www.besoccer.com/match/paderborn/sc-freiburg/202028760,2020,2,bundesliga,18,34,2,1,3,16,0,0,0,1,2,3,0.0,0,0,0,0,0,3,3,1,0,0,3,0,3.0,0,0,0,0,0,0.0,0.0,62.0,69.0
Schalke 04,Bayern München,0-3,https://www.besoccer.com/match/schalke-04/bayern-munchen/202028757,2020,2,bundesliga,18,34,2,0,3,8,1,0,1,0,0,0,1.0,0,0,0,0,0,10,1,0,1,0,2,2,1.0,0,0,0,0,0,0.0,0.0,79.0,94.0
RB Leipzig,Eintracht Frankfurt,2-1,https://www.besoccer.com/match/rb-leipzig/eintracht-frankfurt/202028751,2020,2,bundesliga,18,34,0,2,1,5,3,1,0,0,4,0,3.0,0,0,0,0,0,6,3,1,0,0,1,0,3.0,0,0,0,0,0,0.0,0.0,78.0,82.0
Hertha BSC,Wolfsburg,0-3,https://www.besoccer.com/match/hertha-bsc/wolfsburg/202028755,2020,2,bundesliga,18,34,2,0,3,9,1,0,1,0,2,2,1.0,0,0,0,0,0,1,3,1,0,0,2,1,3.0,0,0,0,0,0,0.0,0.0,75.0,83.0
B. Mönchengladbach,RB Leipzig,1-3,https://www.besoccer.com/match/borussia-monchengla/rb-leipzig/202028790,2020,3,bundesliga,18,34,2,1,3,6,4,1,1,0,3,1,3.8,0,1,0,0,0,5,6,2,0,0,6,1,5.4,1,0,0,4,0,1.0,3.0,79.0,78.0
B. Leverkusen,Hoffenheim,0-0,https://www.besoccer.com/match/bayer-leverkusen/tsg-1899-hoffenheim/202028788,2020,3,bundesliga,18,34,1,0,0,4,6,2,0,0,6,3,5.4,1,0,0,3,2,10,3,1,0,1,3,3,3.0,0,0,1,0,1,3.0,0.0,81.0,78.0
