Home_Team,Away_Team,Result,Link,Season,Round,League,Number_Teams,Total_Rounds,Label,Goals_For_Home,Goals_For_Away,Position_Home,Points_Home,Total_Wins_Home,Total_Draw_Home,Total_Lose_Home,Total_Goals_For_Home_Team,Total_Goals_Against_Home_Team,Total_Streak_Home,Wins_When_Home,Draw_When_Home,Lose_When_Home,Goals_For_When_Home,Goals_Against_When_Home,Position_Away,Points_Away,Total_Wins_Away,Total_Draw_Away,Total_Lose_Away,Total_Goals_For_Away_Team,Total_Goals_Against_Away_Team,Total_Streak_Away,Wins_When_Away,Draw_When_Away,Lose_When_Away,Goals_For_When_Away,Goals_Against_When_Away,Streak_When_Home,Streak_When_Away,Elo_Home,Elo_Away
Bayern München,Hamburger SV,5-0,https://www.besoccer.com/match/bayern-munchen/hamburger-sv/201617400,2016,1,bundesliga,18,34,0,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,94.0,74.0
Mainz 05,Ingolstadt 04,0-1,https://www.besoccer.com/match/mainz-amat/fc-ingolstadt-04/201617401,2016,1,bundesliga,18,34,2,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,77.0,59.0
Darmstadt 98,Hannover 96,2-2,https://www.besoccer.com/match/darmstadt-98/hannover-96/201617402,2016,1,bundesliga,18,34,1,2,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,55.0,76.0
Werder Bremen,Schalke 04,0-3,https://www.besoccer.com/match/werder-bremen/schalke-04/201617403,2016,1,bundesliga,18,34,2,0,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,76.0,85.0
FC Augsburg,Hertha BSC,0-1,https://www.besoccer.com/match/fc-augsburg/hertha-bsc/201617404,2016,1,bundesliga,18,34,2,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,73.0,73.0
B. Leverkusen,Hoffenheim,2-1,https://www.besoccer.com/match/bayer-leverkusen/tsg-1899-hoffenheim/201617407,2016,1,bundesliga,18,34,0,2,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,87.0,74.0
B. Dortmund,B. Mönchengladbach,4-0,https://www.besoccer.com/match/borussia-dortmund/borussia-monchengla/201617408,2016,1,bundesliga,18,34,0,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,91.0,83.0
Wolfsburg,Eintracht Frankfurt,2-1,https://www.besoccer.com/match/wolfsburg/eintracht-frankfurt/201617406,2016,1,bundesliga,18,34,0,2,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,87.0,76.0
Stuttgart,Köln,1-3,https://www.besoccer.com/match/stuttgart/1-fc-koln/201617405,2016,1,bundesliga,18,34,2,1,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,76.0,74.0
Hertha BSC,Werder Bremen,1-1,https://www.besoccer.com/match/hertha-bsc/werder-bremen/201617415,2016,2,bundesliga,18,34,1,1,1,2,3,1,0,0,1,0,3.0,0,0,0,0,0,16,0,0,0,1,0,3,0.0,0,0,0,0,0,0.0,0.0,73.0,76.0
Schalke 04,Darmstadt 98,1-1,https://www.besoccer.com/match/schalke-04/darmstadt-98/201617409,2016,2,bundesliga,18,34,1,1,1,8,3,1,0,0,3,0,3.0,0,0,0,0,0,10,1,0,1,0,2,2,1.0,0,0,0,0,0,0.0,0.0,85.0,56.0
Eintracht Frankfurt,FC Augsburg,1-1,https://www.besoccer.com/match/eintracht-frankfurt/fc-augsburg/201617412,2016,2,bundesliga,18,34,1,1,1,12,0,0,0,1,1,2,0.0,0,0,0,0,0,14,0,0,0,1,0,1,0.0,0,0,0,0,0,0.0,0.0,76.0,73.0
Köln,Wolfsburg,1-1,https://www.besoccer.com/match/1-fc-koln/wolfsburg/201617413,2016,2,bundesliga,18,34,1,1,1,4,3,1,0,0,3,1,3.0,0,0,0,0,0,6,3,1,0,0,2,1,3.0,0,0,0,0,0,0.0,0.0,75.0,87.0
Hannover 96,B. Leverkusen,0-1,https://www.besoccer.com/match/hannover-96/bayer-leverkusen/201617414,2016,2,bundesliga,18,34,2,0,1,9,1,0,1,0,2,2,1.0,0,0,0,0,0,7,3,1,0,0,2,1,3.0,0,0,0,0,0,0.0,0.0,75.0,87.0
Hoffenheim,Bayern München,1-2,https://www.besoccer.com/match/tsg-1899-hoffenheim/bayern-munchen/201617416,2016,2,bundesliga,18,34,2,1,2,13,0,0,0,1,1,2,0.0,0,0,0,0,0,1,3,1,0,0,5,0,3.0,0,0,0,0,0,0.0,0.0,74.0,94.0
Hamburger SV,Stuttgart,3-2,https://www.besoccer.com/match/hamburger-sv/stuttgart/201617411,2016,2,bundesliga,18,34,0,3,2,11,0,0,0,1,0,5,0.0,0,0,0,0,0,17,0,0,0,1,1,3,0.0,0,0,0,0,0,0.0,0.0,74.0,75.0
Ingolstadt 04,B. Dortmund,0-4,https://www.besoccer.com/match/fc-ingolstadt-04/borussia-dortmund/201617417,2016,2,bundesliga,18,34,2,0,4,5,3,1,0,0,1,0,3.0,0,0,0,0,0,3,3,1,0,0,4,0,3.0,0,0,0,0,0,0.0,0.0,59.0,91.0
B. Mönchengladbach,Mainz 05,1-2,https://www.besoccer.com/match/borussia-monchengla/mainz-amat/201617410,2016,2,bundesliga,18,34,2,1,2,15,0,0,0,1,0,4,0.0,0,0,0,0,0,18,0,0,0,1,0,1,0.0,0,0,0,0,0,0.0,0.0,83.0,77.0
Wolfsburg,Schalke 04,3-0,https://www.besoccer.com/match/wolfsburg/schalke-04/201617420,2016,3,bundesliga,18,34,0,3,0,6,4,1,1,0,3,2,3.4000000000000004,1,0,0,2,1,7,4,1,1,0,4,1,3.4000000000000004,1,0,0,3,0,3.0,3.0,87.0,85.0
Stuttgart,Eintracht Frankfurt,1-4,https://www.besoccer.com/match/stuttgart/eintracht-frankfurt/201617421,2016,3,bundesliga,18,34,2,1,4,18,0,0,0,2,3,6,0.0,0,0,1,1,3,13,1,0,1,1,2,3,1.0,0,0,1,1,2,0.0,0.0,75.0,76.0
FC Augsburg,Ingolstadt 04,0-1,https://www.besoccer.com/match/fc-augsburg/fc-ingolstadt-04/201617422,2016,3,bundesliga,18,34,2,0,1,14,1,0,1,1,1,2,1.0,0,0,1,0,1,10,3,1,0,1,1,4,2.4000000000000004,1,0,0,1,0,0.0,3.0,73.0,59.0
Köln,Hamburger SV,2-1,https://www.besoccer.com/match/1-fc-koln/hamburger-sv/201617424,2016,3,bundesliga,18,34,0,2,1,5,4,1,1,0,4,2,3.4000000000000004,0,1,0,1,1,8,3,1,0,1,3,7,3.0,0,0,1,0,5,1.0,0.0,75.0,74.0
Mainz 05,Hannover 96,3-0,https://www.besoccer.com/match/mainz-amat/hannover-96/201617425,2016,3,bundesliga,18,34,0,3,0,9,3,1,0,1,2,2,3.0,0,0,1,0,1,12,1,0,1,1,2,3,0.8,0,1,0,2,2,0.0,1.0,77.0,75.0
