Home_Team,Away_Team,Result,Link,Season,Round,League,Number_Teams,Total_Rounds,Label,Goals_For_Home,Goals_For_Away,Position_Home,Points_Home,Total_Wins_Home,Total_Draw_Home,Total_Lose_Home,Total_Goals_For_Home_Team,Total_Goals_Against_Home_Team,Total_Streak_Home,Wins_When_Home,Draw_When_Home,Lose_When_Home,Goals_For_When_Home,Goals_Against_When_Home,Position_Away,Points_Away,Total_Wins_Away,Total_Draw_Away,Total_Lose_Away,Total_Goals_For_Away_Team,Total_Goals_Against_Away_Team,Total_Streak_Away,Wins_When_Away,Draw_When_Away,Lose_When_Away,Goals_For_When_Away,Goals_Against_When_Away,Streak_When_Home,Streak_When_Away,Elo_Home,Elo_Away
B. Dortmund,Hertha BSC,2-2,https://www.besoccer.com/match/borussia-dortmund/hertha-bsc/20031447,2003,1,bundesliga,18,34,1,2,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,85.0,80.0
Energie Cottbus,B. Leverkusen,1-1,https://www.besoccer.com/match/energie-cottbus/bayer-leverkusen/20031448,2003,1,bundesliga,18,34,1,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,64.0,89.0
Nürnberg,VfL Bochum,1-3,https://www.besoccer.com/match/fc-nurnberg/bochum/20031449,2003,1,bundesliga,18,34,2,1,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,67.0,73.0
B. Mönchengladbach,Bayern München,0-0,https://www.besoccer.com/match/borussia-monchengla/bayern-munchen/20031450,2003,1,bundesliga,18,34,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,74.0,94.0
Schalke 04,Wolfsburg,1-0,https://www.besoccer.com/match/schalke-04/wolfsburg/20031451,2003,1,bundesliga,18,34,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,84.0,77.0
Stuttgart,Kaiserslautern,1-1,https://www.besoccer.com/match/stuttgart/kaiserslautern/20031452,2003,1,bundesliga,18,34,1,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,81.0,79.0
Arminia Bielefeld,Werder Bremen,3-0,https://www.besoccer.com/match/arminia-bielefeld/werder-bremen/20031453,2003,1,bundesliga,18,34,0,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,72.0,81.0
Hamburger SV,Hannover 96,2-1,https://www.besoccer.com/match/hamburger-sv/hannover-96/20031454,2003,1,bundesliga,18,34,0,2,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,78.0,65.0
1860 München,Hansa Rostock,0-2,https://www.besoccer.com/match/1860-munchen/hansa-rostock/20031455,2003,1,bundesliga,18,34,2,0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,77.0,73.0
Bayern München,Arminia Bielefeld,6-2,https://www.besoccer.com/match/bayern-munchen/arminia-bielefeld/20031456,2003,2,bundesliga,18,34,0,6,2,6,1,0,1,0,0,0,1.0,0,0,0,0,0,1,3,1,0,0,3,0,3.0,0,0,0,0,0,0.0,0.0,94.0,73.0
VfL Bochum,Energie Cottbus,5-0,https://www.besoccer.com/match/bochum/energie-cottbus/20031457,2003,2,bundesliga,18,34,0,5,0,5,3,1,0,0,3,1,3.0,0,0,0,0,0,11,1,0,1,0,1,1,1.0,0,0,0,0,0,0.0,0.0,73.0,64.0
Hannover 96,1860 München,1-3,https://www.besoccer.com/match/hannover-96/1860-munchen/20031458,2003,2,bundesliga,18,34,2,1,3,14,0,0,0,1,1,2,0.0,0,0,0,0,0,16,0,0,0,1,0,2,0.0,0,0,0,0,0,0.0,0.0,65.0,77.0
Hertha BSC,Stuttgart,1-1,https://www.besoccer.com/match/hertha-bsc/stuttgart/20031459,2003,2,bundesliga,18,34,1,1,1,9,1,0,1,0,2,2,1.0,0,0,0,0,0,12,1,0,1,0,1,1,1.0,0,0,0,0,0,0.0,0.0,80.0,81.0
Kaiserslautern,Schalke 04,1-3,https://www.besoccer.com/match/kaiserslautern/schalke-04/20031460,2003,2,bundesliga,18,34,2,1,3,10,1,0,1,0,1,1,1.0,0,0,0,0,0,3,3,1,0,0,1,0,3.0,0,0,0,0,0,0.0,0.0,79.0,84.0
B. Leverkusen,B. Dortmund,1-1,https://www.besoccer.com/match/bayer-leverkusen/borussia-dortmund/20031461,2003,2,bundesliga,18,34,1,1,1,13,1,0,1,0,1,1,1.0,0,0,0,0,0,7,1,0,1,0,2,2,1.0,0,0,0,0,0,0.0,0.0,89.0,85.0
Hansa Rostock,Nürnberg,2-0,https://www.besoccer.com/match/hansa-rostock/fc-nurnberg/20031462,2003,2,bundesliga,18,34,0,2,0,4,3,1,0,0,2,0,3.0,0,0,0,0,0,15,0,0,0,1,1,3,0.0,0,0,0,0,0,0.0,0.0,73.0,67.0
Werder Bremen,Hamburger SV,2-1,https://www.besoccer.com/match/werder-bremen/hamburger-sv/20031463,2003,2,bundesliga,18,34,0,2,1,17,0,0,0,1,0,3,0.0,0,0,0,0,0,2,3,1,0,0,2,1,3.0,0,0,0,0,0,0.0,0.0,81.0,78.0
