Home_Team,Away_Team,Result,Link,Season,Round,League,Number_Teams,Total_Rounds,Label,Goals_For_Home,Goals_For_Away,Position_Home,Points_Home,Total_Wins_Home,Total_Draw_Home,Total_Lose_Home,Total_Goals_For_Home_Team,Total_Goals_Against_Home_Team,Total_Streak_Home,Wins_When_Home,Draw_When_Home,Lose_When_Home,Goals_For_When_Home,Goals_Against_When_Home,Position_Away,Points_Away,Total_Wins_Away,Total_Draw_Away,Total_Lose_Away,Total_Goals_For_Away_Team,Total_Goals_Against_Away_Team,Total_Streak_Away,Wins_When_Away,Draw_When_Away,Lose_When_Away,Goals_For_When_Away,Goals_Against_When_Away,Streak_When_Home,Streak_When_Away,Elo_Home,Elo_Away
Energie Cottbus,Dynamo Dresden,2-1,https://www.besoccer.com/match/energie-cottbus/sg-dynamo-dresden/20126148,2012,1,2_liga,18,34,0,2,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,63.0,44.0
FSV Frankfurt,Union Berlin,1-1,https://www.besoccer.com/match/fsv-frankfurt/1-fc-union-berlin/20126149,2012,1,2_liga,18,34,1,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,43.0,43.0
Greuther Fürth,Eintracht Frankfurt,2-3,https://www.besoccer.com/match/greuther-furth/eintracht-frankfurt/20126150,2012,1,2_liga,18,34,2,2,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,65.0,66.0
FC St. Pauli,Ingolstadt 04,2-0,https://www.besoccer.com/match/st-pauli/fc-ingolstadt-04/20126151,2012,1,2_liga,18,34,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,52.0,44.0
Erzgebirge Aue,Alemannia Aachen,1-0,https://www.besoccer.com/match/fc-erzgebirge-aue/alemannia-aachen/20126152,2012,1,2_liga,18,34,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,54.0,62.0
Karlsruher SC,MSV Duisburg,3-2,https://www.besoccer.com/match/karlsruher-sc/msv-duisburg/20126153,2012,1,2_liga,18,34,0,3,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,58.0,64.0
Braunschweig,1860 München,3-1,https://www.besoccer.com/match/eintracht-brau-hellip/1860-munchen/20126154,2012,1,2_liga,18,34,0,3,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,49.0,63.0
Hansa Rostock,Paderborn,1-2,https://www.besoccer.com/match/hansa-rostock/paderborn/20126155,2012,1,2_liga,18,34,2,1,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,54.0,49.0
Fortuna Düsseldorf,VfL Bochum,2-0,https://www.besoccer.com/match/fortuna-dusseldorf/bochum/20126156,2012,1,2_liga,18,34,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,47.0,63.0
VfL Bochum,FSV Frankfurt,1-0,https://www.besoccer.com/match/bochum/fsv-frankfurt/20126157,2012,2,2_liga,18,34,0,1,0,13,0,0,0,1,0,2,0.0,0,0,0,0,0,10,1,0,1,0,1,1,1.0,0,0,0,0,0,0.0,0.0,63.0,43.0
Ingolstadt 04,Erzgebirge Aue,0-0,https://www.besoccer.com/match/fc-ingolstadt-04/fc-erzgebirge-aue/20126158,2012,2,2_liga,18,34,1,0,0,15,0,0,0,1,0,2,0.0,0,0,0,0,0,2,3,1,0,0,1,0,3.0,0,0,0,0,0,0.0,0.0,44.0,54.0
MSV Duisburg,Energie Cottbus,1-2,https://www.besoccer.com/match/msv-duisburg/energie-cottbus/20126159,2012,2,2_liga,18,34,2,1,2,16,0,0,0,1,2,3,0.0,0,0,0,0,0,5,3,1,0,0,2,1,3.0,0,0,0,0,0,0.0,0.0,64.0,63.0
1860 München,Karlsruher SC,2-1,https://www.besoccer.com/match/1860-munchen/karlsruher-sc/20126160,2012,2,2_liga,18,34,0,2,1,11,0,0,0,1,1,3,0.0,0,0,0,0,0,7,3,1,0,0,3,2,3.0,0,0,0,0,0,0.0,0.0,63.0,58.0
Union Berlin,Greuther Fürth,0-4,https://www.besoccer.com/match/1-fc-union-berlin/greuther-furth/20126161,2012,2,2_liga,18,34,2,0,4,9,1,0,1,0,1,1,1.0,0,0,0,0,0,17,0,0,0,1,2,3,0.0,0,0,0,0,0,0.0,0.0,43.0,65.0
Alemannia Aachen,Braunschweig,0-2,https://www.besoccer.com/match/alemannia-aachen/eintracht-brau-hellip/20126162,2012,2,2_liga,18,34,2,0,2,12,0,0,0,1,0,1,0.0,0,0,0,0,0,4,3,1,0,0,3,1,3.0,0,0,0,0,0,0.0,0.0,61.0,49.0
Paderborn,Fortuna Düsseldorf,1-1,https://www.besoccer.com/match/paderborn/fortuna-dusseldorf/20126163,2012,2,2_liga,18,34,1,1,1,6,3,1,0,0,2,1,3.0,0,0,0,0,0,1,3,1,0,0,2,0,3.0,0,0,0,0,0,0.0,0.0,49.0,48.0
Dynamo Dresden,Hansa Rostock,1-1,https://www.besoccer.com/match/sg-dynamo-dresden/hansa-rostock/20126164,2012,2,2_liga,18,34,1,1,1,18,0,0,0,1,1,2,0.0,0,0,0,0,0,14,0,0,0,1,1,2,0.0,0,0,0,0,0,0.0,0.0,44.0,54.0
