Home_Team,Away_Team,Result,Link,Season,Round,League,Number_Teams,Total_Rounds,Label,Goals_For_Home,Goals_For_Away,Position_Home,Points_Home,Total_Wins_Home,Total_Draw_Home,Total_Lose_Home,Total_Goals_For_Home_Team,Total_Goals_Against_Home_Team,Total_Streak_Home,Wins_When_Home,Draw_When_Home,Lose_When_Home,Goals_For_When_Home,Goals_Against_When_Home,Position_Away,Points_Away,Total_Wins_Away,Total_Draw_Away,Total_Lose_Away,Total_Goals_For_Away_Team,Total_Goals_Against_Away_Team,Total_Streak_Away,Wins_When_Away,Draw_When_Away,Lose_When_Away,Goals_For_When_Away,Goals_Against_When_Away,Streak_When_Home,Streak_When_Away,Elo_Home,Elo_Away
Union Berlin,Mainz 05,0-2,https://www.besoccer.com/match/1-fc-union-berlin/mainz-amat/20039110,2003,1,2_liga,18,34,2,0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,49.0,67.0
SV Eintracht Trier,SV Wacker Burghausen,2-1,https://www.besoccer.com/match/eintracht-trier/wacker-burghausen/20039111,2003,1,2_liga,18,34,0,2,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,40.0,40.0
MSV Duisburg,Greuther Fürth,1-0,https://www.besoccer.com/match/msv-duisburg/greuther-furth/20039112,2003,1,2_liga,18,34,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,67.0,61.0
Rot Weiss Ahlen,Reutlingen,2-0,https://www.besoccer.com/match/rot-weiss-ahlen/reutlingen/20039105,2003,1,2_liga,18,34,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,48.0,49.0
VfB Lübeck,Rot-Weiß Oberhausen,1-0,https://www.besoccer.com/match/lubeck/rot-weib-oberhausen/20039106,2003,1,2_liga,18,34,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,40.0,56.0
Braunschweig,Waldhof Mannheim,4-2,https://www.besoccer.com/match/eintracht-brau-hellip/waldhof-mannheim/20039107,2003,1,2_liga,18,34,0,4,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,40.0,54.0
Eintracht Frankfurt,FC St. Pauli,4-0,https://www.besoccer.com/match/eintracht-frankfurt/st-pauli/20039108,2003,1,2_liga,18,34,0,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,67.0,65.0
Alemannia Aachen,SC Freiburg,0-1,https://www.besoccer.com/match/alemannia-aachen/sc-freiburg/20039109,2003,1,2_liga,18,34,2,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,50.0,67.0
Karlsruher SC,Köln,0-1,https://www.besoccer.com/match/karlsruher-sc/1-fc-koln/20039104,2003,1,2_liga,18,34,2,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,44.0,67.0
Waldhof Mannheim,Union Berlin,1-2,https://www.besoccer.com/match/waldhof-mannheim/1-fc-union-berlin/20039101,2003,2,2_liga,18,34,2,1,2,16,0,0,0,1,2,4,0.0,0,0,0,0,0,11,0,0,0,1,0,2,0.0,0,0,0,0,0,0.0,0.0,54.0,48.0
Greuther Fürth,Alemannia Aachen,0-0,https://www.besoccer.com/match/greuther-furth/alemannia-aachen/20039102,2003,2,2_liga,18,34,1,0,0,12,0,0,0,1,0,1,0.0,0,0,0,0,0,18,0,0,0,1,0,1,0.0,0,0,0,0,0,0.0,0.0,61.0,49.0
Köln,MSV Duisburg,4-3,https://www.besoccer.com/match/1-fc-koln/msv-duisburg/20039103,2003,2,2_liga,18,34,0,4,3,3,3,1,0,0,1,0,3.0,0,0,0,0,0,1,3,1,0,0,1,0,3.0,0,0,0,0,0,0.0,0.0,67.0,67.0
Rot-Weiß Oberhausen,Braunschweig,2-0,https://www.besoccer.com/match/rot-weib-oberhausen/eintracht-brau-hellip/20039097,2003,2,2_liga,18,34,0,2,0,10,0,0,0,1,0,1,0.0,0,0,0,0,0,7,3,1,0,0,4,2,3.0,0,0,0,0,0,0.0,0.0,56.0,40.0
Reutlingen,VfB Lübeck,1-3,https://www.besoccer.com/match/reutlingen/lubeck/20039098,2003,2,2_liga,18,34,2,1,3,13,0,0,0,1,0,2,0.0,0,0,0,0,0,5,3,1,0,0,1,0,3.0,0,0,0,0,0,0.0,0.0,49.0,40.0
FC St. Pauli,Rot Weiss Ahlen,1-4,https://www.besoccer.com/match/st-pauli/rot-weiss-ahlen/20039099,2003,2,2_liga,18,34,2,1,4,14,0,0,0,1,0,4,0.0,0,0,0,0,0,2,3,1,0,0,2,0,3.0,0,0,0,0,0,0.0,0.0,65.0,48.0
SV Wacker Burghausen,Karlsruher SC,0-0,https://www.besoccer.com/match/wacker-burghausen/karlsruher-sc/20039100,2003,2,2_liga,18,34,1,0,0,17,0,0,0,1,1,2,0.0,0,0,0,0,0,15,0,0,0,1,0,1,0.0,0,0,0,0,0,0.0,0.0,39.0,44.0
SC Freiburg,Eintracht Frankfurt,0-2,https://www.besoccer.com/match/sc-freiburg/eintracht-frankfurt/20039096,2003,2,2_liga,18,34,2,0,2,9,3,1,0,0,1,0,3.0,0,0,0,0,0,8,3,1,0,0,4,0,3.0,0,0,0,0,0,0.0,0.0,67.0,67.0
Mainz 05,SV Eintracht Trier,2-0,https://www.besoccer.com/match/mainz-amat/eintracht-trier/20039095,2003,2,2_liga,18,34,0,2,0,6,3,1,0,0,2,0,3.0,0,0,0,0,0,4,3,1,0,0,2,1,3.0,0,0,0,0,0,0.0,0.0,66.0,41.0
SV Eintracht Trier,Karlsruher SC,3-0,https://www.besoccer.com/match/eintracht-trier/karlsruher-sc/20039092,2003,3,2_liga,18,34,0,3,0,11,3,1,0,1,2,3,2.4000000000000004,1,0,0,2,1,13,1,0,1,1,0,1,1.0,0,1,0,0,0,3.0,1.0,40.0,44.0
Eintracht Frankfurt,Greuther Fürth,2-0,https://www.besoccer.com/match/eintracht-frankfurt/greuther-furth/20039093,2003,3,2_liga,18,34,0,2,0,5,6,2,0,0,6,0,5.4,1,0,0,4,0,12,1,0,1,1,0,1,1.0,0,0,1,0,1,3.0,0.0,68.0,61.0
VfB Lübeck,FC St. Pauli,6-0,https://www.besoccer.com/match/lubeck/st-pauli/20039094,2003,3,2_liga,18,34,0,6,0,2,6,2,0,0,4,1,5.4,1,0,0,1,0,17,0,0,0,2,1,8,0.0,0,0,1,0,4,3.0,0.0,40.0,65.0
Mainz 05,Waldhof Mannheim,2-0,https://www.besoccer.com/match/mainz-amat/waldhof-mannheim/20039087,2003,3,2_liga,18,34,0,2,0,3,6,2,0,0,4,0,5.4,1,0,0,2,0,18,0,0,0,2,3,6,0.0,0,0,1,2,4,3.0,0.0,67.0,53.0
MSV Duisburg,SV Wacker Burghausen,0-0,https://www.besoccer.com/match/msv-duisburg/wacker-burghausen/20039088,2003,3,2_liga,18,34,1,0,0,6,3,1,0,1,4,4,2.4000000000000004,1,0,0,1,0,14,1,0,1,1,1,2,1.0,0,0,1,1,2,3.0,0.0,67.0,39.0
Rot Weiss Ahlen,SC Freiburg,1-3,https://www.besoccer.com/match/rot-weiss-ahlen/sc-freiburg/20039089,2003,3,2_liga,18,34,2,1,3,4,6,2,0,0,6,1,5.4,1,0,0,2,0,7,3,1,0,1,1,2,2.4000000000000004,1,0,0,1,0,3.0,3.0,49.0,67.0
Braunschweig,Reutlingen,1-2,https://www.besoccer.com/match/eintracht-brau-hellip/reutlingen/20039090,2003,3,2_liga,18,34,2,1,2,10,3,1,0,1,4,4,2.4000000000000004,1,0,0,4,2,16,0,0,0,2,1,5,0.0,0,0,1,0,2,3.0,0.0,40.0,48.0
Union Berlin,Rot-Weiß Oberhausen,0-0,https://www.besoccer.com/match/1-fc-union-berlin/rot-weib-oberhausen/20039091,2003,3,2_liga,18,34,1,0,0,8,3,1,0,1,2,3,3.0,0,0,1,0,2,9,3,1,0,1,2,1,3.0,0,0,1,0,1,0.0,0.0,49.0,56.0
Alemannia Aachen,Köln,0-0,https://www.besoccer.com/match/alemannia-aachen/1-fc-koln/20039086,2003,3,2_liga,18,34,1,0,0,15,1,0,1,1,0,1,1.0,0,0,1,0,1,1,6,2,0,0,5,3,5.4,1,0,0,1,0,0.0,3.0,50.0,67.0
SV Wacker Burghausen,Alemannia Aachen,2-2,https://www.besoccer.com/match/wacker-burghausen/alemannia-aachen/20039085,2003,4,2_liga,18,34,1,2,2,13,2,0,2,1,1,2,1.8,0,1,0,0,0,14,2,0,2,1,0,1,1.8,0,1,0,0,0,1.0,1.0,39.0,49.0
Köln,Eintracht Frankfurt,3-2,https://www.besoccer.com/match/1-fc-koln/eintracht-frankfurt/20039081,2003,4,2_liga,18,34,0,3,2,4,7,2,1,0,5,3,5.2,1,0,0,4,3,2,9,3,0,0,8,0,7.2,1,0,0,2,0,3.0,3.0,68.0,68.0
Karlsruher SC,MSV Duisburg,1-1,https://www.besoccer.com/match/karlsruher-sc/msv-duisburg/20039082,2003,4,2_liga,18,34,1,1,1,15,1,0,1,2,0,4,0.8,0,0,1,0,1,8,4,1,1,1,4,4,2.8,0,0,1,3,4,0.0,0.0,43.0,67.0
Waldhof Mannheim,SV Eintracht Trier,0-2,https://www.besoccer.com/match/waldhof-mannheim/eintracht-trier/20039083,2003,4,2_liga,18,34,2,0,2,18,0,0,0,3,3,8,0.0,0,0,1,1,2,7,6,2,0,1,5,3,4.8,0,0,1,0,2,0.0,0.0,54.0,40.0
Greuther Fürth,Rot Weiss Ahlen,1-1,https://www.besoccer.com/match/greuther-furth/rot-weiss-ahlen/20039084,2003,4,2_liga,18,34,1,1,1,16,1,0,1,2,0,3,0.8,0,1,0,0,0,5,6,2,0,1,7,4,4.2,1,0,0,4,1,1.0,3.0,60.0,49.0
Rot-Weiß Oberhausen,Mainz 05,1-0,https://www.besoccer.com/match/rot-weib-oberhausen/mainz-amat/20039077,2003,4,2_liga,18,34,0,1,0,10,4,1,1,1,2,1,3.4000000000000004,1,0,0,2,0,1,9,3,0,0,6,0,7.2,1,0,0,2,0,3.0,3.0,57.0,67.0
Reutlingen,Union Berlin,0-1,https://www.besoccer.com/match/reutlingen/1-fc-union-berlin/20039078,2003,4,2_liga,18,34,2,0,1,11,3,1,0,2,3,6,3.0,0,0,1,1,3,9,4,1,1,1,2,3,3.4000000000000004,1,0,0,2,1,0.0,3.0,49.0,49.0
FC St. Pauli,Braunschweig,7-1,https://www.besoccer.com/match/st-pauli/eintracht-brau-hellip/20039079,2003,4,2_liga,18,34,0,7,1,17,0,0,0,3,1,14,0.0,0,0,1,1,4,12,3,1,0,2,5,6,1.7999999999999998,0,0,1,0,2,0.0,0.0,64.0,39.0
SC Freiburg,VfB Lübeck,2-1,https://www.besoccer.com/match/sc-freiburg/lubeck/20039080,2003,4,2_liga,18,34,0,2,1,6,6,2,0,1,4,3,4.8,0,0,1,0,2,3,9,3,0,0,10,1,7.2,1,0,0,3,1,0.0,3.0,67.0,41.0
SV Eintracht Trier,MSV Duisburg,3-0,https://www.besoccer.com/match/eintracht-trier/msv-duisburg/20039074,2003,5,2_liga,18,34,0,3,0,6,9,3,0,1,7,3,6.6000000000000005,2,0,0,5,1,10,5,1,2,1,5,5,3.0,0,1,1,4,5,5.4,1.0,40.0,67.0
Alemannia Aachen,Karlsruher SC,2-0,https://www.besoccer.com/match/alemannia-aachen/karlsruher-sc/20039075,2003,5,2_liga,18,34,0,2,0,14,3,0,3,1,2,3,2.4,0,1,1,0,1,16,2,0,2,2,1,5,1.6,0,1,1,0,3,1.0,0.8,49.0,43.0
Rot Weiss Ahlen,Köln,0-0,https://www.besoccer.com/match/rot-weiss-ahlen/1-fc-koln/20039076,2003,5,2_liga,18,34,1,0,0,9,7,2,1,1,8,5,4.0,1,0,1,3,3,1,10,3,1,0,8,5,6.8,1,1,0,1,0,2.4000000000000004,3.4000000000000004,49.0,68.0
Union Berlin,FC St. Pauli,4-2,https://www.besoccer.com/match/1-fc-union-berlin/st-pauli/20039069,2003,5,2_liga,18,34,0,4,2,7,7,2,1,1,3,3,5.6,0,1,1,0,2,15,3,1,0,3,8,15,3.0,0,0,2,0,10,1.0,0.0,49.0,64.0
Mainz 05,Reutlingen,1-3,https://www.besoccer.com/match/mainz-amat/reutlingen/20039070,2003,5,2_liga,18,34,2,1,3,2,9,3,0,1,6,1,5.4,2,0,0,4,0,11,3,1,0,3,3,7,2.4000000000000004,1,0,1,2,3,5.4,3.0,67.0,49.0
Waldhof Mannheim,Rot-Weiß Oberhausen,1-0,https://www.besoccer.com/match/waldhof-mannheim/rot-weib-oberhausen/20039071,2003,5,2_liga,18,34,0,1,0,18,0,0,0,4,3,10,0.0,0,0,2,1,4,8,7,2,1,1,3,1,5.6,0,1,1,0,1,0.0,1.0,53.0,57.0
Eintracht Frankfurt,SV Wacker Burghausen,0-2,https://www.besoccer.com/match/eintracht-frankfurt/wacker-burghausen/20039072,2003,5,2_liga,18,34,2,0,2,4,9,3,0,1,10,3,5.4,2,0,0,6,0,13,3,0,3,1,3,4,2.4,0,1,1,1,2,5.4,1.0,68.0,39.0
VfB Lübeck,Greuther Fürth,1-2,https://www.besoccer.com/match/lubeck/greuther-furth/20039073,2003,5,2_liga,18,34,2,1,2,3,9,3,0,1,11,3,5.4,2,0,0,7,0,17,2,0,2,2,1,4,1.6,0,0,2,0,3,5.4,0.0,41.0,60.0
Braunschweig,SC Freiburg,0-2,https://www.besoccer.com/match/eintracht-brau-hellip/sc-freiburg/20039068,2003,5,2_liga,18,34,2,0,2,12,3,1,0,3,6,13,1.2000000000000002,1,0,1,5,4,5,9,3,0,1,6,4,6.6000000000000005,2,0,0,4,1,2.4000000000000004,5.4,39.0,67.0
SV Wacker Burghausen,Rot Weiss Ahlen,3-1,https://www.besoccer.com/match/wacker-burghausen/rot-weiss-ahlen/20039067,2003,6,2_liga,18,34,0,3,1,12,6,1,3,1,5,4,4.8,0,2,0,2,2,8,8,2,2,1,8,5,3.6000000000000005,1,1,0,5,2,1.8,3.4000000000000004,40.0,49.0
